Tracker_ID,Wave,Phase,Workstream,Priority,Risk_Level,Owner_Role,Environment,Status,Task_Name,Detailed_Action,Completion_Criteria,Acceptance_Evidence,Dependency_Prerequisite,Validation_Method,Output_Artifact,Source_Path,Related_Source_Paths,Package_Top_Level_Directory,Autonomous_Execution_Mode,Human_Input_Allowed,Human_Work_Allowed,Codex_Desktop_Action,QA_Strictness,Visual_Review_Required,Visual_Review_Method,Test_Required,Runtime_Proof_Required,EC2_Allowed,Preview_Required,Final_Render_Gate,Evidence_Path,Citation_File,Citation_Full_Path,Citation_Section,Citation_Line_Start,Citation_Line_End,Citation_Excerpt,Source_Package,Source_Type,Source_Item_ID,Blocker_Policy,Rerun_Policy,Status_Decision,Notes,Source_Key,Source_File_Relative,Coverage_Level,Coverage_Audit_Status,Ultra_Source_Coverage_Record
TRK-052920,51,Wave 51 — Ultra Blueprint Source Coverage,App Mode / UI,P1,MEDIUM,Codex Desktop Autonomous Agent,app_mode,Ready for Autonomous Build,Implement/validate Ultra source section: FILE_LEVEL,"Autonomously implement, validate, test, and evidence the source-cited Ultra blueprint section from 07_IMPLEMENTATION\scripts\compile_mask_factory_contract.py lines 1-81. No human input or manual work is allowed.","App Mode control maps to workflow input, schema field, registry entry, preset/profile, and validation rule.","App control catalog row, workflow binding report, preset/profile validation",Ultra blueprint source citation must be reviewed; catalog/search/traceability entry must exist before promotion.,control_schema_mapping|preset_validation|workflow_input_binding|preview_gate_check,app_mode_ui_control_binding,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\scripts\compile_mask_factory_contract.py,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\scripts\compile_mask_factory_contract.py,C:\Comfy_UI_Main\Plan,"Codex Desktop fully autonomous, no human input, no human manual work",FALSE,FALSE,"Read cited source, implement required project artifact, run validation, attach evidence, update tracker status, and never request human work. SourceKey=49968ce3d87c0029",STRICT,TRUE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,FALSE,FALSE,FALSE,BLOCKED_UNTIL_PREVIEW_QA_AND_PREFLIGHT_PASS,C:\Comfy_UI_Main\Plan\Tracker\Evidence\49968ce3d87c0029.json,07_IMPLEMENTATION\scripts\compile_mask_factory_contract.py,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\scripts\compile_mask_factory_contract.py,FILE_LEVEL,1,81,"#!/usr/bin/env python3 """"""Compile a Wave13 Mask Factory contract from a small JSON request. This script intentionally uses only the Python standard library. """""" from __future__ import annotations import argparse import json from pathlib import Path from typing import Any, Dict, List DEFAULT_SCALES = [""macro"", ""major"", ""minor""] def load_json(path: P",Ultra_Hyperrealism_System_Blueprint_Wave47_Blueprint_ProjectPlan_Combined_SecondPass_Cumulative,py,SRC-49968ce3d87c0029,"No human work. Create blocker record, retry safe autonomous route, or mark blocked with exact source-cited reason.",Targeted rerun only; preserve passed evidence; never rerun full project unless dependency graph requires it.,autonomous_ready_or_blocked_by_evidence_only,Added by Ultra source coverage audit to guarantee every blueprint file/section has tracker coverage.,49968ce3d87c0029,07_IMPLEMENTATION/scripts/compile_mask_factory_contract.py,file,ADDED_FOR_ULTRA_SOURCE_COVERAGE,TRUE
TRK-052921,51,Wave 51 — Ultra Blueprint Source Coverage,App Mode / UI,P1,MEDIUM,Codex Desktop Autonomous Agent,app_mode,Ready for Autonomous Build,Implement/validate Ultra source section: FILE_LEVEL,"Autonomously implement, validate, test, and evidence the source-cited Ultra blueprint section from 07_IMPLEMENTATION\scripts\compile_multi_character_instance_layout.py lines 1-39. No human input or manual work is allowed.","App Mode control maps to workflow input, schema field, registry entry, preset/profile, and validation rule.","App control catalog row, workflow binding report, preset/profile validation",Ultra blueprint source citation must be reviewed; catalog/search/traceability entry must exist before promotion.,control_schema_mapping|preset_validation|workflow_input_binding|preview_gate_check,app_mode_ui_control_binding,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\scripts\compile_multi_character_instance_layout.py,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\scripts\compile_multi_character_instance_layout.py,C:\Comfy_UI_Main\Plan,"Codex Desktop fully autonomous, no human input, no human manual work",FALSE,FALSE,"Read cited source, implement required project artifact, run validation, attach evidence, update tracker status, and never request human work. SourceKey=108b907a3f587bac",STRICT,TRUE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,FALSE,FALSE,FALSE,BLOCKED_UNTIL_PREVIEW_QA_AND_PREFLIGHT_PASS,C:\Comfy_UI_Main\Plan\Tracker\Evidence\108b907a3f587bac.json,07_IMPLEMENTATION\scripts\compile_multi_character_instance_layout.py,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\scripts\compile_multi_character_instance_layout.py,FILE_LEVEL,1,39,"#!/usr/bin/env python3 """"""Compile a Wave 24 multi-character instance layout contract."""""" from __future__ import annotations import argparse import json from pathlib import Path def main() -> int: parser = argparse.ArgumentParser() parser.add_argument(""--input"", required=True) parser.add_argument(""--output"", required=True) args = parser.parse_args()",Ultra_Hyperrealism_System_Blueprint_Wave47_Blueprint_ProjectPlan_Combined_SecondPass_Cumulative,py,SRC-108b907a3f587bac,"No human work. Create blocker record, retry safe autonomous route, or mark blocked with exact source-cited reason.",Targeted rerun only; preserve passed evidence; never rerun full project unless dependency graph requires it.,autonomous_ready_or_blocked_by_evidence_only,Added by Ultra source coverage audit to guarantee every blueprint file/section has tracker coverage.,108b907a3f587bac,07_IMPLEMENTATION/scripts/compile_multi_character_instance_layout.py,file,ADDED_FOR_ULTRA_SOURCE_COVERAGE,TRUE
TRK-052922,51,Wave 51 — Ultra Blueprint Source Coverage,App Mode / UI,P1,MEDIUM,Codex Desktop Autonomous Agent,app_mode,Ready for Autonomous Build,Implement/validate Ultra source section: FILE_LEVEL,"Autonomously implement, validate, test, and evidence the source-cited Ultra blueprint section from 07_IMPLEMENTATION\scripts\compile_multi_character_interaction_contract.py lines 1-23. No human input or manual work is allowed.","App Mode control maps to workflow input, schema field, registry entry, preset/profile, and validation rule.","App control catalog row, workflow binding report, preset/profile validation",Ultra blueprint source citation must be reviewed; catalog/search/traceability entry must exist before promotion.,control_schema_mapping|preset_validation|workflow_input_binding|preview_gate_check,app_mode_ui_control_binding,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\scripts\compile_multi_character_interaction_contract.py,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\scripts\compile_multi_character_interaction_contract.py,C:\Comfy_UI_Main\Plan,"Codex Desktop fully autonomous, no human input, no human manual work",FALSE,FALSE,"Read cited source, implement required project artifact, run validation, attach evidence, update tracker status, and never request human work. SourceKey=53b9faee5cde7a16",STRICT,TRUE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,FALSE,FALSE,FALSE,BLOCKED_UNTIL_PREVIEW_QA_AND_PREFLIGHT_PASS,C:\Comfy_UI_Main\Plan\Tracker\Evidence\53b9faee5cde7a16.json,07_IMPLEMENTATION\scripts\compile_multi_character_interaction_contract.py,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\scripts\compile_multi_character_interaction_contract.py,FILE_LEVEL,1,23,"#!/usr/bin/env python3 """"""Compile a Wave 25 multi-character interaction contract."""""" from __future__ import annotations import argparse, json from pathlib import Path def main() -> int: parser = argparse.ArgumentParser() parser.add_argument('--input', required=True) parser.add_argument('--output', required=True) args = parser.parse_args() src = jso",Ultra_Hyperrealism_System_Blueprint_Wave47_Blueprint_ProjectPlan_Combined_SecondPass_Cumulative,py,SRC-53b9faee5cde7a16,"No human work. Create blocker record, retry safe autonomous route, or mark blocked with exact source-cited reason.",Targeted rerun only; preserve passed evidence; never rerun full project unless dependency graph requires it.,autonomous_ready_or_blocked_by_evidence_only,Added by Ultra source coverage audit to guarantee every blueprint file/section has tracker coverage.,53b9faee5cde7a16,07_IMPLEMENTATION/scripts/compile_multi_character_interaction_contract.py,file,ADDED_FOR_ULTRA_SOURCE_COVERAGE,TRUE
TRK-052924,51,Wave 51 — Ultra Blueprint Source Coverage,App Mode / UI,P1,MEDIUM,Codex Desktop Autonomous Agent,app_mode,Ready for Autonomous Build,Implement/validate Ultra source section: FILE_LEVEL,"Autonomously implement, validate, test, and evidence the source-cited Ultra blueprint section from 07_IMPLEMENTATION\scripts\compile_physical_contact_graph_contract.py lines 1-39. No human input or manual work is allowed.","App Mode control maps to workflow input, schema field, registry entry, preset/profile, and validation rule.","App control catalog row, workflow binding report, preset/profile validation",Ultra blueprint source citation must be reviewed; catalog/search/traceability entry must exist before promotion.,control_schema_mapping|preset_validation|workflow_input_binding|preview_gate_check,app_mode_ui_control_binding,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\scripts\compile_physical_contact_graph_contract.py,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\scripts\compile_physical_contact_graph_contract.py,C:\Comfy_UI_Main\Plan,"Codex Desktop fully autonomous, no human input, no human manual work",FALSE,FALSE,"Read cited source, implement required project artifact, run validation, attach evidence, update tracker status, and never request human work. SourceKey=c162264c19e8dab1",STRICT,TRUE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,FALSE,FALSE,FALSE,BLOCKED_UNTIL_PREVIEW_QA_AND_PREFLIGHT_PASS,C:\Comfy_UI_Main\Plan\Tracker\Evidence\c162264c19e8dab1.json,07_IMPLEMENTATION\scripts\compile_physical_contact_graph_contract.py,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\scripts\compile_physical_contact_graph_contract.py,FILE_LEVEL,1,39,"#!/usr/bin/env python3 """"""Compile a Wave 22 physical contact graph contract."""""" from __future__ import annotations import argparse import json from pathlib import Path def main() -> int: parser = argparse.ArgumentParser() parser.add_argument(""--input"", required=True) parser.add_argument(""--output"", required=True) args = parser.parse_args() src = js",Ultra_Hyperrealism_System_Blueprint_Wave47_Blueprint_ProjectPlan_Combined_SecondPass_Cumulative,py,SRC-c162264c19e8dab1,"No human work. Create blocker record, retry safe autonomous route, or mark blocked with exact source-cited reason.",Targeted rerun only; preserve passed evidence; never rerun full project unless dependency graph requires it.,autonomous_ready_or_blocked_by_evidence_only,Added by Ultra source coverage audit to guarantee every blueprint file/section has tracker coverage.,c162264c19e8dab1,07_IMPLEMENTATION/scripts/compile_physical_contact_graph_contract.py,file,ADDED_FOR_ULTRA_SOURCE_COVERAGE,TRUE
TRK-052927,51,Wave 51 — Ultra Blueprint Source Coverage,App Mode / UI,P1,MEDIUM,Codex Desktop Autonomous Agent,app_mode,Ready for Autonomous Build,Implement/validate Ultra source section: FILE_LEVEL,"Autonomously implement, validate, test, and evidence the source-cited Ultra blueprint section from 07_IMPLEMENTATION\scripts\compile_skin_material_contract.py lines 1-31. No human input or manual work is allowed.","App Mode control maps to workflow input, schema field, registry entry, preset/profile, and validation rule.","App control catalog row, workflow binding report, preset/profile validation",Ultra blueprint source citation must be reviewed; catalog/search/traceability entry must exist before promotion.,control_schema_mapping|preset_validation|workflow_input_binding|preview_gate_check,app_mode_ui_control_binding,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\scripts\compile_skin_material_contract.py,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\scripts\compile_skin_material_contract.py,C:\Comfy_UI_Main\Plan,"Codex Desktop fully autonomous, no human input, no human manual work",FALSE,FALSE,"Read cited source, implement required project artifact, run validation, attach evidence, update tracker status, and never request human work. SourceKey=df7f8eef41e9ba49",STRICT,TRUE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,FALSE,FALSE,FALSE,BLOCKED_UNTIL_PREVIEW_QA_AND_PREFLIGHT_PASS,C:\Comfy_UI_Main\Plan\Tracker\Evidence\df7f8eef41e9ba49.json,07_IMPLEMENTATION\scripts\compile_skin_material_contract.py,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\scripts\compile_skin_material_contract.py,FILE_LEVEL,1,31,"#!/usr/bin/env python3 """"""Compile a Wave 18 skin/material contract."""""" from __future__ import annotations import argparse import json from pathlib import Path def main() -> int: parser = argparse.ArgumentParser() parser.add_argument('--input', required=True) parser.add_argument('--output', required=True) args = parser.parse_args() src = json.loads(",Ultra_Hyperrealism_System_Blueprint_Wave47_Blueprint_ProjectPlan_Combined_SecondPass_Cumulative,py,SRC-df7f8eef41e9ba49,"No human work. Create blocker record, retry safe autonomous route, or mark blocked with exact source-cited reason.",Targeted rerun only; preserve passed evidence; never rerun full project unless dependency graph requires it.,autonomous_ready_or_blocked_by_evidence_only,Added by Ultra source coverage audit to guarantee every blueprint file/section has tracker coverage.,df7f8eef41e9ba49,07_IMPLEMENTATION/scripts/compile_skin_material_contract.py,file,ADDED_FOR_ULTRA_SOURCE_COVERAGE,TRUE
TRK-052931,51,Wave 51 — Ultra Blueprint Source Coverage,App Mode / UI,P1,MEDIUM,Codex Desktop Autonomous Agent,app_mode,Ready for Autonomous Build,Implement/validate Ultra source section: FILE_LEVEL,"Autonomously implement, validate, test, and evidence the source-cited Ultra blueprint section from 07_IMPLEMENTATION\scripts\compile_wave29_state_ledger.py lines 1-32. No human input or manual work is allowed.","App Mode control maps to workflow input, schema field, registry entry, preset/profile, and validation rule.","App control catalog row, workflow binding report, preset/profile validation",Ultra blueprint source citation must be reviewed; catalog/search/traceability entry must exist before promotion.,control_schema_mapping|preset_validation|workflow_input_binding|preview_gate_check,app_mode_ui_control_binding,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\scripts\compile_wave29_state_ledger.py,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\scripts\compile_wave29_state_ledger.py,C:\Comfy_UI_Main\Plan,"Codex Desktop fully autonomous, no human input, no human manual work",FALSE,FALSE,"Read cited source, implement required project artifact, run validation, attach evidence, update tracker status, and never request human work. SourceKey=89851305801e2260",STRICT,TRUE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,FALSE,FALSE,FALSE,BLOCKED_UNTIL_PREVIEW_QA_AND_PREFLIGHT_PASS,C:\Comfy_UI_Main\Plan\Tracker\Evidence\89851305801e2260.json,07_IMPLEMENTATION\scripts\compile_wave29_state_ledger.py,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\scripts\compile_wave29_state_ledger.py,FILE_LEVEL,1,32,"#!/usr/bin/env python3 from __future__ import annotations import argparse, json from pathlib import Path def main() -> int: parser = argparse.ArgumentParser() parser.add_argument('--input', required=True) parser.add_argument('--output', required=True) args = parser.parse_args() src = json.loads(Path(args.input).read_text(encoding='utf-8')) ledger =",Ultra_Hyperrealism_System_Blueprint_Wave47_Blueprint_ProjectPlan_Combined_SecondPass_Cumulative,py,SRC-89851305801e2260,"No human work. Create blocker record, retry safe autonomous route, or mark blocked with exact source-cited reason.",Targeted rerun only; preserve passed evidence; never rerun full project unless dependency graph requires it.,autonomous_ready_or_blocked_by_evidence_only,Added by Ultra source coverage audit to guarantee every blueprint file/section has tracker coverage.,89851305801e2260,07_IMPLEMENTATION/scripts/compile_wave29_state_ledger.py,file,ADDED_FOR_ULTRA_SOURCE_COVERAGE,TRUE
TRK-052936,51,Wave 51 — Ultra Blueprint Source Coverage,App Mode / UI,P1,MEDIUM,Codex Desktop Autonomous Agent,app_mode,Ready for Autonomous Build,Implement/validate Ultra source section: FILE_LEVEL,"Autonomously implement, validate, test, and evidence the source-cited Ultra blueprint section from 07_IMPLEMENTATION\scripts\compile_wave34_release_manifest.py lines 1-49. No human input or manual work is allowed.","App Mode control maps to workflow input, schema field, registry entry, preset/profile, and validation rule.","App control catalog row, workflow binding report, preset/profile validation",Ultra blueprint source citation must be reviewed; catalog/search/traceability entry must exist before promotion.,control_schema_mapping|preset_validation|workflow_input_binding|preview_gate_check,app_mode_ui_control_binding,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\scripts\compile_wave34_release_manifest.py,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\scripts\compile_wave34_release_manifest.py,C:\Comfy_UI_Main\Plan,"Codex Desktop fully autonomous, no human input, no human manual work",FALSE,FALSE,"Read cited source, implement required project artifact, run validation, attach evidence, update tracker status, and never request human work. SourceKey=e1422ad76536efee",STRICT,TRUE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,FALSE,FALSE,FALSE,BLOCKED_UNTIL_PREVIEW_QA_AND_PREFLIGHT_PASS,C:\Comfy_UI_Main\Plan\Tracker\Evidence\e1422ad76536efee.json,07_IMPLEMENTATION\scripts\compile_wave34_release_manifest.py,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\scripts\compile_wave34_release_manifest.py,FILE_LEVEL,1,49,"#!/usr/bin/env python3 from __future__ import annotations import argparse, json, hashlib from pathlib import Path def sha256(path: Path) -> str: h = hashlib.sha256() with path.open('rb') as f: for chunk in iter(lambda: f.read(1024 * 1024), b''): h.update(chunk) return h.hexdigest() def main() -> int: parser = argparse.ArgumentParser() parser.add_ar",Ultra_Hyperrealism_System_Blueprint_Wave47_Blueprint_ProjectPlan_Combined_SecondPass_Cumulative,py,SRC-e1422ad76536efee,"No human work. Create blocker record, retry safe autonomous route, or mark blocked with exact source-cited reason.",Targeted rerun only; preserve passed evidence; never rerun full project unless dependency graph requires it.,autonomous_ready_or_blocked_by_evidence_only,Added by Ultra source coverage audit to guarantee every blueprint file/section has tracker coverage.,e1422ad76536efee,07_IMPLEMENTATION/scripts/compile_wave34_release_manifest.py,file,ADDED_FOR_ULTRA_SOURCE_COVERAGE,TRUE
TRK-052939,51,Wave 51 — Ultra Blueprint Source Coverage,ComfyUI Workflows,P1,MEDIUM,Codex Desktop Autonomous Agent,local_comfyui_runtime,Ready for Autonomous QA/Proof,Implement/validate Ultra source section: FILE_LEVEL,"Autonomously implement, validate, test, and evidence the source-cited Ultra blueprint section from 07_IMPLEMENTATION\scripts\deconstruct_main_flow_wave04.py lines 1-81. No human input or manual work is allowed.","Workflow is cataloged, valid JSON where applicable, required nodes/assets are mapped, and runtime proof boundary is explicit.","Workflow validation report, node/asset mapping, output manifest, runtime proof report if executed",Ultra blueprint source citation must be reviewed; catalog/search/traceability entry must exist before promotion.,workflow_json_validation|node_reference_check|model_path_check|runtime_smoke_test|output_manifest,comfyui_workflow_library_runtime_bridge,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\scripts\deconstruct_main_flow_wave04.py,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\scripts\deconstruct_main_flow_wave04.py,C:\Comfy_UI_Main\Plan,"Codex Desktop fully autonomous, no human input, no human manual work",FALSE,FALSE,"Read cited source, implement required project artifact, run validation, attach evidence, update tracker status, and never request human work. SourceKey=16cbd9a5483c7346",STRICT,TRUE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,TRUE,FALSE,TRUE,BLOCKED_UNTIL_PREVIEW_QA_AND_PREFLIGHT_PASS,C:\Comfy_UI_Main\Plan\Tracker\Evidence\16cbd9a5483c7346.json,07_IMPLEMENTATION\scripts\deconstruct_main_flow_wave04.py,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\scripts\deconstruct_main_flow_wave04.py,FILE_LEVEL,1,81,"#!/usr/bin/env python3 """""" deconstruct_main_flow_wave04.py Static deconstruction utility for ComfyUI workflow JSON files. It separates active SaveImage lanes, Note boundaries, disabled LoRA catalog nodes, node classifications, and required repair flags. Usage: python deconstruct_main_flow_wave04.py --workflow path/to/workflow.json --out-dir path/to",Ultra_Hyperrealism_System_Blueprint_Wave47_Blueprint_ProjectPlan_Combined_SecondPass_Cumulative,py,SRC-16cbd9a5483c7346,"No human work. Create blocker record, retry safe autonomous route, or mark blocked with exact source-cited reason.",Targeted rerun only; preserve passed evidence; never rerun full project unless dependency graph requires it.,autonomous_ready_or_blocked_by_evidence_only,Added by Ultra source coverage audit to guarantee every blueprint file/section has tracker coverage.,16cbd9a5483c7346,07_IMPLEMENTATION/scripts/deconstruct_main_flow_wave04.py,file,ADDED_FOR_ULTRA_SOURCE_COVERAGE,TRUE
TRK-052942,51,Wave 51 — Ultra Blueprint Source Coverage,ComfyUI Workflows,P1,MEDIUM,Codex Desktop Autonomous Agent,local_comfyui_runtime,Ready for Autonomous QA/Proof,Implement/validate Ultra source section: FILE_LEVEL,"Autonomously implement, validate, test, and evidence the source-cited Ultra blueprint section from 07_IMPLEMENTATION\scripts\extract_main_flow_camera_inventory.py lines 1-72. No human input or manual work is allowed.","Workflow is cataloged, valid JSON where applicable, required nodes/assets are mapped, and runtime proof boundary is explicit.","Workflow validation report, node/asset mapping, output manifest, runtime proof report if executed",Ultra blueprint source citation must be reviewed; catalog/search/traceability entry must exist before promotion.,workflow_json_validation|node_reference_check|model_path_check|runtime_smoke_test|output_manifest,comfyui_workflow_library_runtime_bridge,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\scripts\extract_main_flow_camera_inventory.py,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\scripts\extract_main_flow_camera_inventory.py,C:\Comfy_UI_Main\Plan,"Codex Desktop fully autonomous, no human input, no human manual work",FALSE,FALSE,"Read cited source, implement required project artifact, run validation, attach evidence, update tracker status, and never request human work. SourceKey=8d81d00dec9f3d33",STRICT,TRUE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,TRUE,FALSE,TRUE,BLOCKED_UNTIL_PREVIEW_QA_AND_PREFLIGHT_PASS,C:\Comfy_UI_Main\Plan\Tracker\Evidence\8d81d00dec9f3d33.json,07_IMPLEMENTATION\scripts\extract_main_flow_camera_inventory.py,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\scripts\extract_main_flow_camera_inventory.py,FILE_LEVEL,1,72,"#!/usr/bin/env python3 """"""Extract camera/framing inventory signals from a ComfyUI workflow JSON."""""" from __future__ import annotations import argparse import json import re from collections import Counter from pathlib import Path from typing import Any, Dict def extract(workflow: Dict[str, Any]) -> Dict[str, Any]: nodes = workflow.get(""nodes"", []) ",Ultra_Hyperrealism_System_Blueprint_Wave47_Blueprint_ProjectPlan_Combined_SecondPass_Cumulative,py,SRC-8d81d00dec9f3d33,"No human work. Create blocker record, retry safe autonomous route, or mark blocked with exact source-cited reason.",Targeted rerun only; preserve passed evidence; never rerun full project unless dependency graph requires it.,autonomous_ready_or_blocked_by_evidence_only,Added by Ultra source coverage audit to guarantee every blueprint file/section has tracker coverage.,8d81d00dec9f3d33,07_IMPLEMENTATION/scripts/extract_main_flow_camera_inventory.py,file,ADDED_FOR_ULTRA_SOURCE_COVERAGE,TRUE
TRK-052943,51,Wave 51 — Ultra Blueprint Source Coverage,ComfyUI Workflows,P1,MEDIUM,Codex Desktop Autonomous Agent,local_comfyui_runtime,Ready for Autonomous QA/Proof,Implement/validate Ultra source section: FILE_LEVEL,"Autonomously implement, validate, test, and evidence the source-cited Ultra blueprint section from 07_IMPLEMENTATION\scripts\extract_workflow_model_references.py lines 1-72. No human input or manual work is allowed.","Workflow is cataloged, valid JSON where applicable, required nodes/assets are mapped, and runtime proof boundary is explicit.","Workflow validation report, node/asset mapping, output manifest, runtime proof report if executed",Ultra blueprint source citation must be reviewed; catalog/search/traceability entry must exist before promotion.,workflow_json_validation|node_reference_check|model_path_check|runtime_smoke_test|output_manifest,comfyui_workflow_library_runtime_bridge,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\scripts\extract_workflow_model_references.py,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\scripts\extract_workflow_model_references.py,C:\Comfy_UI_Main\Plan,"Codex Desktop fully autonomous, no human input, no human manual work",FALSE,FALSE,"Read cited source, implement required project artifact, run validation, attach evidence, update tracker status, and never request human work. SourceKey=d9027aaabd29a430",STRICT,TRUE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,TRUE,FALSE,TRUE,BLOCKED_UNTIL_PREVIEW_QA_AND_PREFLIGHT_PASS,C:\Comfy_UI_Main\Plan\Tracker\Evidence\d9027aaabd29a430.json,07_IMPLEMENTATION\scripts\extract_workflow_model_references.py,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\scripts\extract_workflow_model_references.py,FILE_LEVEL,1,72,"#!/usr/bin/env python3 """""" Extract model/checkpoint/LoRA/VAE/upscale/control asset references from a ComfyUI workflow JSON. This is a static inventory only. It does not prove files exist. """""" from __future__ import annotations import argparse import csv import json from pathlib import Path ASSET_EXTENSIONS = ("".safetensors"", "".ckpt"", "".pt"", "".pth"",",Ultra_Hyperrealism_System_Blueprint_Wave47_Blueprint_ProjectPlan_Combined_SecondPass_Cumulative,py,SRC-d9027aaabd29a430,"No human work. Create blocker record, retry safe autonomous route, or mark blocked with exact source-cited reason.",Targeted rerun only; preserve passed evidence; never rerun full project unless dependency graph requires it.,autonomous_ready_or_blocked_by_evidence_only,Added by Ultra source coverage audit to guarantee every blueprint file/section has tracker coverage.,d9027aaabd29a430,07_IMPLEMENTATION/scripts/extract_workflow_model_references.py,file,ADDED_FOR_ULTRA_SOURCE_COVERAGE,TRUE
TRK-052944,51,Wave 51 — Ultra Blueprint Source Coverage,App Mode / UI,P1,MEDIUM,Codex Desktop Autonomous Agent,app_mode,Ready for Autonomous Build,Implement/validate Ultra source section: FILE_LEVEL,"Autonomously implement, validate, test, and evidence the source-cited Ultra blueprint section from 07_IMPLEMENTATION\scripts\fallback_base_generation_router.py lines 1-45. No human input or manual work is allowed.","App Mode control maps to workflow input, schema field, registry entry, preset/profile, and validation rule.","App control catalog row, workflow binding report, preset/profile validation",Ultra blueprint source citation must be reviewed; catalog/search/traceability entry must exist before promotion.,control_schema_mapping|preset_validation|workflow_input_binding|preview_gate_check,app_mode_ui_control_binding,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\scripts\fallback_base_generation_router.py,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\scripts\fallback_base_generation_router.py,C:\Comfy_UI_Main\Plan,"Codex Desktop fully autonomous, no human input, no human manual work",FALSE,FALSE,"Read cited source, implement required project artifact, run validation, attach evidence, update tracker status, and never request human work. SourceKey=55d95635a5857b45",STRICT,TRUE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,FALSE,FALSE,FALSE,BLOCKED_UNTIL_PREVIEW_QA_AND_PREFLIGHT_PASS,C:\Comfy_UI_Main\Plan\Tracker\Evidence\55d95635a5857b45.json,07_IMPLEMENTATION\scripts\fallback_base_generation_router.py,C:\Comfy_UI_Main\Plan\07_IMPLEMENTATION\scripts\fallback_base_generation_router.py,FILE_LEVEL,1,45,"#!/usr/bin/env python3 """"""Pick the next fallback image base lane after a Wave15 failure."""""" from __future__ import annotations import argparse import json from pathlib import Path from typing import Any, Dict, List def load_json(path: Path) -> Any: return json.loads(path.read_text(encoding=""utf-8"")) def main() -> int: parser = argparse.ArgumentPars",Ultra_Hyperrealism_System_Blueprint_Wave47_Blueprint_ProjectPlan_Combined_SecondPass_Cumulative,py,SRC-55d95635a5857b45,"No human work. Create blocker record, retry safe autonomous route, or mark blocked with exact source-cited reason.",Targeted rerun only; preserve passed evidence; never rerun full project unless dependency graph requires it.,autonomous_ready_or_blocked_by_evidence_only,Added by Ultra source coverage audit to guarantee every blueprint file/section has tracker coverage.,55d95635a5857b45,07_IMPLEMENTATION/scripts/fallback_base_generation_router.py,file,ADDED_FOR_ULTRA_SOURCE_COVERAGE,TRUE
