Source_Key,Source_File_Relative,Citation_File,Citation_Full_Path,Citation_Section,Citation_Line_Start,Citation_Line_End,Citation_Excerpt,Source_Type,Source_Size_Bytes,Domain,Coverage_Level
c7255090092deb3e,02_TARGET_ARCHITECTURE/WAVE13_DETECTOR_SEGMENTATION_RUNTIME_PROOF_LIFECYCLE.md,02_TARGET_ARCHITECTURE\WAVE13_DETECTOR_SEGMENTATION_RUNTIME_PROOF_LIFECYCLE.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_DETECTOR_SEGMENTATION_RUNTIME_PROOF_LIFECYCLE.md,Runtime proof requirements,16,27,"## Runtime proof requirements A promoted Mask Factory run needs: - contract JSON, - mask PNG or equivalent mask tensor evidence, - per-mask metadata, - before/after image evidence, - score report, - blocker list, - output SHA256 or file fingerprint.",md,909,qa_testing_visual_review,section
f2d19e7cdfc2b57f,02_TARGET_ARCHITECTURE/WAVE13_DETECTOR_SEGMENTATION_RUNTIME_PROOF_LIFECYCLE.md,02_TARGET_ARCHITECTURE\WAVE13_DETECTOR_SEGMENTATION_RUNTIME_PROOF_LIFECYCLE.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_DETECTOR_SEGMENTATION_RUNTIME_PROOF_LIFECYCLE.md,Why this matters,28,30,"## Why this matters Without runtime evidence, a mask system is only an architecture plan. Runtime proof is the difference between a staged system and a production-ready system.",md,909,qa_testing_visual_review,section
92b7ee888e967d51,02_TARGET_ARCHITECTURE/WAVE13_FABRIC_AND_CONTACT_MASK_SYSTEM.md,02_TARGET_ARCHITECTURE\WAVE13_FABRIC_AND_CONTACT_MASK_SYSTEM.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_FABRIC_AND_CONTACT_MASK_SYSTEM.md,Wave 13 — Fabric and Contact Mask System,1,2,# Wave 13 — Fabric and Contact Mask System,md,713,general_blueprint_requirement,section
63584014fd43842a,02_TARGET_ARCHITECTURE/WAVE13_FABRIC_AND_CONTACT_MASK_SYSTEM.md,02_TARGET_ARCHITECTURE\WAVE13_FABRIC_AND_CONTACT_MASK_SYSTEM.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_FABRIC_AND_CONTACT_MASK_SYSTEM.md,Fabric masks,3,15,"## Fabric masks Fabric masks cover garments, panels, folds, seams, texture patches, hems, and thin edges. They support: - material consistency, - fabric texture detail, - fold repair, - edge cleanup, - outfit lock protection, - contact/tension boundaries.",md,713,general_blueprint_requirement,section
a1be5534c6567822,02_TARGET_ARCHITECTURE/WAVE13_FABRIC_AND_CONTACT_MASK_SYSTEM.md,02_TARGET_ARCHITECTURE\WAVE13_FABRIC_AND_CONTACT_MASK_SYSTEM.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_FABRIC_AND_CONTACT_MASK_SYSTEM.md,Contact masks,16,29,"## Contact masks Contact masks cover where two visual elements meet. Examples: - hand/object contact, - person/prop contact, - foot/floor contact, - person/person boundary, - fabric/body contact, - hair/face contact, - object/surface contact.",md,713,qa_testing_visual_review,section
e4f0c29eb37af680,02_TARGET_ARCHITECTURE/WAVE13_FABRIC_AND_CONTACT_MASK_SYSTEM.md,02_TARGET_ARCHITECTURE\WAVE13_FABRIC_AND_CONTACT_MASK_SYSTEM.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_FABRIC_AND_CONTACT_MASK_SYSTEM.md,Contact evidence,30,32,"## Contact evidence A contact mask is not enough by itself. Runtime evidence must also show plausible occlusion, grounding, contact shadow, and no mask bleed.",md,713,qa_testing_visual_review,section
91c16e5e725c8000,02_TARGET_ARCHITECTURE/WAVE13_FABRIC_MASKS.md,02_TARGET_ARCHITECTURE\WAVE13_FABRIC_MASKS.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_FABRIC_MASKS.md,WAVE13 FABRIC MASKS,1,3,"# WAVE13 FABRIC MASKS Fabric masks separate full garments, panels, folds, seams, hems, and texture patches. They must respect outfit locks and should not rewrite the body silhouette unless a revision contract allows it.",md,221,general_blueprint_requirement,section
09ac34d4638e03b3,02_TARGET_ARCHITECTURE/WAVE13_MACRO_MASKS.md,02_TARGET_ARCHITECTURE\WAVE13_MACRO_MASKS.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_MACRO_MASKS.md,WAVE13 MACRO MASKS,1,3,"# WAVE13 MACRO MASKS Macro masks isolate scene zones such as foreground, background, floor, wall, ceiling, large props, and broad light regions. They are used before regional inpaint when composition, scale, lighting, or environment continuity is the issue.",md,259,app_mode_ui,section
8da7a40f2c1bddba,02_TARGET_ARCHITECTURE/WAVE13_MAJOR_MASKS.md,02_TARGET_ARCHITECTURE\WAVE13_MAJOR_MASKS.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_MAJOR_MASKS.md,WAVE13 MAJOR MASKS,1,3,"# WAVE13 MAJOR MASKS Major masks isolate person instances, major body regions, large garments, large props, and subject groups. They are the foundation for preventing merged bodies and wrong-character edits.",md,209,general_blueprint_requirement,section
290da08733ed33e1,02_TARGET_ARCHITECTURE/WAVE13_MASK_PROMOTION_BOUNDARY.md,02_TARGET_ARCHITECTURE\WAVE13_MASK_PROMOTION_BOUNDARY.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_MASK_PROMOTION_BOUNDARY.md,WAVE13 MASK PROMOTION BOUNDARY,1,3,"# WAVE13 MASK PROMOTION BOUNDARY Mask promotion requires runtime mask evidence. Contract files, registry rows, and layout notes are not enough to mark a mask route as production-proven.",md,187,qa_testing_visual_review,section
b22d750dbee8b5cf,02_TARGET_ARCHITECTURE/WAVE13_MASK_ROUTING_AND_PASS_BINDING.md,02_TARGET_ARCHITECTURE\WAVE13_MASK_ROUTING_AND_PASS_BINDING.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_MASK_ROUTING_AND_PASS_BINDING.md,Wave 13 — Mask Routing and Pass Binding,1,2,# Wave 13 — Mask Routing and Pass Binding,md,874,general_blueprint_requirement,section
ba48b731bc71d647,02_TARGET_ARCHITECTURE/WAVE13_MASK_ROUTING_AND_PASS_BINDING.md,02_TARGET_ARCHITECTURE\WAVE13_MASK_ROUTING_AND_PASS_BINDING.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_MASK_ROUTING_AND_PASS_BINDING.md,Routing principle,3,6,## Routing principle A mask does not automatically mean an edit is allowed. The router decides which pass may use a mask.,md,874,general_blueprint_requirement,section
5cf476c8639f1a5e,02_TARGET_ARCHITECTURE/WAVE13_MASK_ROUTING_AND_PASS_BINDING.md,02_TARGET_ARCHITECTURE\WAVE13_MASK_ROUTING_AND_PASS_BINDING.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_MASK_ROUTING_AND_PASS_BINDING.md,Allowed route examples,7,17,## Allowed route examples ```text person instance mask → identity protection / no-merge QA face mask → low-denoise identity-preserving correction hand mask → anatomy repair or detail pass fabric mask → garment material detail pass contact mask → contact shadow / occlusion repair macro environment mask → lighting or environment continuity pass ```,md,874,qa_testing_visual_review,section
ecf38edb3410265c,02_TARGET_ARCHITECTURE/WAVE13_MASK_ROUTING_AND_PASS_BINDING.md,02_TARGET_ARCHITECTURE\WAVE13_MASK_ROUTING_AND_PASS_BINDING.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_MASK_ROUTING_AND_PASS_BINDING.md,Blocked route examples,18,27,## Blocked route examples ```text face mask → unrestricted identity rewrite person mask → wrong-engine LoRA stack fabric mask → body-shape override contact mask → high-denoise full-scene rewrite nano mask → large pose or character change ```,md,874,models_loras_assets,section
3a16a9c077d1ebfa,02_TARGET_ARCHITECTURE/WAVE13_MASK_ROUTING_AND_PASS_BINDING.md,02_TARGET_ARCHITECTURE\WAVE13_MASK_ROUTING_AND_PASS_BINDING.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_MASK_ROUTING_AND_PASS_BINDING.md,Router authority,28,30,## Router authority The mask router must be enforced before ComfyUI workflow patching.,md,874,comfyui_workflows,section
dc023eae977e51c7,02_TARGET_ARCHITECTURE/WAVE13_MASK_SCALE_HIERARCHY.md,02_TARGET_ARCHITECTURE\WAVE13_MASK_SCALE_HIERARCHY.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_MASK_SCALE_HIERARCHY.md,Wave 13 — Mask Scale Hierarchy,1,2,# Wave 13 — Mask Scale Hierarchy,md,897,general_blueprint_requirement,section
79e3a5dbd2162a5f,02_TARGET_ARCHITECTURE/WAVE13_MASK_SCALE_HIERARCHY.md,02_TARGET_ARCHITECTURE\WAVE13_MASK_SCALE_HIERARCHY.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_MASK_SCALE_HIERARCHY.md,Macro masks,3,6,"## Macro masks Used for full-frame and environment zones. These are useful for lighting, background repair, and broad composition corrections.",md,897,video_motion_temporal,section
06396e0ad37e5312,02_TARGET_ARCHITECTURE/WAVE13_MASK_SCALE_HIERARCHY.md,02_TARGET_ARCHITECTURE\WAVE13_MASK_SCALE_HIERARCHY.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_MASK_SCALE_HIERARCHY.md,Major masks,7,10,"## Major masks Used for large subjects or regions. These include person instances, full garments, large props, torso regions, and major limbs.",md,897,general_blueprint_requirement,section
11d9c1710b68a55b,02_TARGET_ARCHITECTURE/WAVE13_MASK_SCALE_HIERARCHY.md,02_TARGET_ARCHITECTURE\WAVE13_MASK_SCALE_HIERARCHY.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_MASK_SCALE_HIERARCHY.md,Minor masks,11,14,"## Minor masks Used for localized detail and repair. These include hands, feet, face, hair, fabric folds, contact areas, and prop boundaries.",md,897,local_repo_structure,section
ae112698c0c4edba,02_TARGET_ARCHITECTURE/WAVE13_MASK_SCALE_HIERARCHY.md,02_TARGET_ARCHITECTURE\WAVE13_MASK_SCALE_HIERARCHY.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_MASK_SCALE_HIERARCHY.md,Micro masks,15,18,"## Micro masks Used for very controlled low-denoise corrections. These include facial feature regions, skin texture patches, fabric weave, seams, and small occlusion details.",md,897,app_mode_ui,section
a6aa70e010aa395b,02_TARGET_ARCHITECTURE/WAVE13_MASK_SCALE_HIERARCHY.md,02_TARGET_ARCHITECTURE\WAVE13_MASK_SCALE_HIERARCHY.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_MASK_SCALE_HIERARCHY.md,Nano masks,19,22,"## Nano masks Used only for cleanup. These should be tiny masks for edge halos, single artifacts, cutout seams, or tiny boundary fixes.",md,897,general_blueprint_requirement,section
1a16d156c0fa2a31,02_TARGET_ARCHITECTURE/WAVE13_MASK_SCALE_HIERARCHY.md,02_TARGET_ARCHITECTURE\WAVE13_MASK_SCALE_HIERARCHY.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_MASK_SCALE_HIERARCHY.md,Locked rule,23,25,"## Locked rule The smaller the mask scale, the lower the denoise and the stricter the QA evidence requirement.",md,897,qa_testing_visual_review,section
4096d2065c52aa25,02_TARGET_ARCHITECTURE/WAVE13_MICRO_MASKS.md,02_TARGET_ARCHITECTURE\WAVE13_MICRO_MASKS.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_MICRO_MASKS.md,WAVE13 MICRO MASKS,1,3,"# WAVE13 MICRO MASKS Micro masks isolate texture-level regions such as fabric weave, skin texture patches, facial feature zones, seam groups, and tiny shadow regions. These should use low denoise and strict before/after evidence.",md,231,qa_testing_visual_review,section
9de30a0d05564731,02_TARGET_ARCHITECTURE/WAVE13_MINOR_MASKS.md,02_TARGET_ARCHITECTURE\WAVE13_MINOR_MASKS.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_MINOR_MASKS.md,WAVE13 MINOR MASKS,1,3,"# WAVE13 MINOR MASKS Minor masks isolate localized regions such as face, hands, feet, hair, garment folds, object contact zones, and prop boundaries. They are used for regional repair and controlled detail passes.",md,215,local_repo_structure,section
c56665dad61d7af0,02_TARGET_ARCHITECTURE/WAVE13_NANO_MASKS.md,02_TARGET_ARCHITECTURE\WAVE13_NANO_MASKS.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_NANO_MASKS.md,WAVE13 NANO MASKS,1,3,"# WAVE13 NANO MASKS Nano masks are cleanup masks for edge halos, tiny seams, small artifacts, and single-boundary repairs. Nano masks are never allowed to drive large anatomical, camera, pose, or identity changes.",md,215,general_blueprint_requirement,section
dc3816745217f086,02_TARGET_ARCHITECTURE/WAVE13_PERSON_INSTANCE_AND_BODY_PART_MASKS.md,02_TARGET_ARCHITECTURE\WAVE13_PERSON_INSTANCE_AND_BODY_PART_MASKS.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_PERSON_INSTANCE_AND_BODY_PART_MASKS.md,Wave 13 — Person-Instance and Body-Part Masks,1,2,# Wave 13 — Person-Instance and Body-Part Masks,md,835,general_blueprint_requirement,section
ca4c8fe60a45ff41,02_TARGET_ARCHITECTURE/WAVE13_PERSON_INSTANCE_AND_BODY_PART_MASKS.md,02_TARGET_ARCHITECTURE\WAVE13_PERSON_INSTANCE_AND_BODY_PART_MASKS.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_PERSON_INSTANCE_AND_BODY_PART_MASKS.md,Person-instance mask,3,16,## Person-instance mask A person-instance mask is the first mask every multi-character scene needs. It answers: ```text Which pixels belong to Character A? Which pixels belong to Character B? Where do they overlap? Which person is in front? Which person owns each body part? ```,md,835,general_blueprint_requirement,section
337a689a50a8a169,02_TARGET_ARCHITECTURE/WAVE13_PERSON_INSTANCE_AND_BODY_PART_MASKS.md,02_TARGET_ARCHITECTURE\WAVE13_PERSON_INSTANCE_AND_BODY_PART_MASKS.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_PERSON_INSTANCE_AND_BODY_PART_MASKS.md,Body-part masks,17,20,"## Body-part masks Body-part masks are subordinate to person-instance masks. A hand mask, face mask, or torso mask is invalid if it is not assigned to a person instance.",md,835,general_blueprint_requirement,section
4f70b9c3dd15ce09,02_TARGET_ARCHITECTURE/WAVE13_PERSON_INSTANCE_AND_BODY_PART_MASKS.md,02_TARGET_ARCHITECTURE\WAVE13_PERSON_INSTANCE_AND_BODY_PART_MASKS.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_PERSON_INSTANCE_AND_BODY_PART_MASKS.md,Required identity protection,21,24,"## Required identity protection Face, hair, body outline, and locked outfit regions should be protected during local edits unless the Scene Director explicitly requests a revision.",md,835,local_repo_structure,section
d01236159119bccc,02_TARGET_ARCHITECTURE/WAVE13_PERSON_INSTANCE_AND_BODY_PART_MASKS.md,02_TARGET_ARCHITECTURE\WAVE13_PERSON_INSTANCE_AND_BODY_PART_MASKS.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_PERSON_INSTANCE_AND_BODY_PART_MASKS.md,Multi-character prevention,25,27,"## Multi-character prevention This wave blocks masks that bleed across two characters, merge bodies, swap limbs, or leave body parts unassigned.",md,835,general_blueprint_requirement,section
a2995d3456274aac,02_TARGET_ARCHITECTURE/WAVE13_PERSON_INSTANCE_MASKS.md,02_TARGET_ARCHITECTURE\WAVE13_PERSON_INSTANCE_MASKS.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_PERSON_INSTANCE_MASKS.md,WAVE13 PERSON INSTANCE MASKS,1,3,"# WAVE13 PERSON INSTANCE MASKS Person-instance masks are mandatory for multi-character scenes. Every body-part, contact, and clothing mask must map back to a person, object, or environment zone.",md,196,general_blueprint_requirement,section
77fa904e56dcaee6,02_TARGET_ARCHITECTURE/WAVE13_SCENE_DIRECTOR_MASK_BINDING.md,02_TARGET_ARCHITECTURE\WAVE13_SCENE_DIRECTOR_MASK_BINDING.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_SCENE_DIRECTOR_MASK_BINDING.md,Wave 13 — Scene Director Mask Binding,1,4,# Wave 13 — Scene Director Mask Binding The Scene Director must request masks structurally.,md,832,general_blueprint_requirement,section
a09c339ad3069693,02_TARGET_ARCHITECTURE/WAVE13_SCENE_DIRECTOR_MASK_BINDING.md,02_TARGET_ARCHITECTURE\WAVE13_SCENE_DIRECTOR_MASK_BINDING.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_SCENE_DIRECTOR_MASK_BINDING.md,Scene Director output additions,5,19,"## Scene Director output additions ```json { ""mask_requirements"": { ""required_scales"": [""macro"", ""major"", ""minor""], ""person_instance_masks"": true, ""body_part_masks"": [""face"", ""hands"", ""hair""], ""fabric_masks"": [""full_garment"", ""fabric_fold_group""], ""contact_masks"": [""hand_object_contact"", ""person_person_boundary""], ""promotion_gates"": [""mask_evidence_scored"", ""no_mask_bleed""] } } ```",md,832,qa_testing_visual_review,section
dcac88eec25813af,02_TARGET_ARCHITECTURE/WAVE13_SCENE_DIRECTOR_MASK_BINDING.md,02_TARGET_ARCHITECTURE\WAVE13_SCENE_DIRECTOR_MASK_BINDING.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_SCENE_DIRECTOR_MASK_BINDING.md,Binding rules,20,27,## Binding rules - Character count decides person-instance mask count. - Camera/framing decides visibility and crop masks. - Pose/control maps decide limb and skeleton-linked masks. - Outfit profiles decide fabric masks. - Contact/action plans decide contact masks. - Frame integrity QA decides merge/fragment blockers.,md,832,qa_testing_visual_review,section
126f29cc3bf7a227,02_TARGET_ARCHITECTURE/WAVE13_ULTIMATE_MASK_FACTORY_ARCHITECTURE.md,02_TARGET_ARCHITECTURE\WAVE13_ULTIMATE_MASK_FACTORY_ARCHITECTURE.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_ULTIMATE_MASK_FACTORY_ARCHITECTURE.md,Wave 13 — Ultimate Mask Factory Architecture,1,2,# Wave 13 — Ultimate Mask Factory Architecture,md,1590,general_blueprint_requirement,section
6dade10b56d95b36,02_TARGET_ARCHITECTURE/WAVE13_ULTIMATE_MASK_FACTORY_ARCHITECTURE.md,02_TARGET_ARCHITECTURE\WAVE13_ULTIMATE_MASK_FACTORY_ARCHITECTURE.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_ULTIMATE_MASK_FACTORY_ARCHITECTURE.md,Core idea,3,27,## Core idea The Mask Factory is the system layer that turns scene plans into executable mask requirements. It receives: - Scene Director plan - Character Bible references - Camera/framing contract - Pose/action/blocking plan - Frame composition integrity contract - Environment/prop/fabric/contact requirements It outputs: - Mask Factory contract - Required mask scales - Person-instance mask list - Body-part mask list - Fabric mask list - Contact mask list - Mask routing instructions - QA scoring requirements - Runtime evidence manifest requirements,md,1590,qa_testing_visual_review,section
370abfc1be0fa361,02_TARGET_ARCHITECTURE/WAVE13_ULTIMATE_MASK_FACTORY_ARCHITECTURE.md,02_TARGET_ARCHITECTURE\WAVE13_ULTIMATE_MASK_FACTORY_ARCHITECTURE.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_ULTIMATE_MASK_FACTORY_ARCHITECTURE.md,Mask hierarchy,28,37,"## Mask hierarchy ```text macro → scene zones, background, foreground, floor, walls, large prop groups major → person instance, torso, head, limbs, full garment, major prop minor → face, hands, feet, hair, fabric folds, contact regions micro → eyes/mouth area, skin texture, fabric texture, seam zones, small occlusion nano → halo edges, tiny seams, artifact cleanup, individual edge repair ```",md,1590,general_blueprint_requirement,section
7aaf906a0340c4d6,02_TARGET_ARCHITECTURE/WAVE13_ULTIMATE_MASK_FACTORY_ARCHITECTURE.md,02_TARGET_ARCHITECTURE\WAVE13_ULTIMATE_MASK_FACTORY_ARCHITECTURE.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_ULTIMATE_MASK_FACTORY_ARCHITECTURE.md,Why this belongs before inpaint/detail,38,48,"## Why this belongs before inpaint/detail A regional inpaint pass should never run from vague prompt instructions. It should run from a validated mask layer that names: - what the mask targets, - which character or object owns it, - how large it is, - whether it overlaps another mask, - what pass is allowed to use it, - what evidence is required after generation.",md,1590,qa_testing_visual_review,section
82ca7f5a9598cc21,02_TARGET_ARCHITECTURE/WAVE13_ULTIMATE_MASK_FACTORY_ARCHITECTURE.md,02_TARGET_ARCHITECTURE\WAVE13_ULTIMATE_MASK_FACTORY_ARCHITECTURE.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_ULTIMATE_MASK_FACTORY_ARCHITECTURE.md,Runtime boundary,49,51,"## Runtime boundary The current Main Flow has mask-related wiring, but the Ultimate Mask Factory becomes runtime-proven only after actual mask PNGs, output files, and score reports are generated.",md,1590,local_repo_structure,section
9faa71d86f5c582d,02_TARGET_ARCHITECTURE/WAVE14_AUTONOMOUS_PASS_PLANNER_ORCHESTRATOR_ARCHITECTURE.md,02_TARGET_ARCHITECTURE\WAVE14_AUTONOMOUS_PASS_PLANNER_ORCHESTRATOR_ARCHITECTURE.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE14_AUTONOMOUS_PASS_PLANNER_ORCHESTRATOR_ARCHITECTURE.md,Autonomous Pass Planner / Orchestrator Architecture,1,8,"# Autonomous Pass Planner / Orchestrator Architecture The orchestrator is the runtime decision layer between the Scene Director and ComfyUI. Default sequence: request compile → preflight → base composition → identity/reference → pose/control → mask factory → regional inpaint/detail → upscale/polish → video handoff → audio handoff → promotion. It decides which passes are required, which workflow template is used, what gets patched, whether ComfyUI can run, whether QA passes, and whether the next action is rerun/fallback/stop/promotion.",md,564,qa_testing_visual_review,section
e88d97b7419f4197,02_TARGET_ARCHITECTURE/WAVE14_COMFYUI_EXECUTION_AND_HISTORY_COLLECTION.md,02_TARGET_ARCHITECTURE\WAVE14_COMFYUI_EXECUTION_AND_HISTORY_COLLECTION.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE14_COMFYUI_EXECUTION_AND_HISTORY_COLLECTION.md,ComfyUI Execution and History Collection,1,6,# ComfyUI Execution and History Collection Runtime path: GET /object_info → validate node classes → POST /prompt → monitor /ws or poll → GET /history/{prompt_id} → resolve outputs → QA. Scripts default to dry-run. Real execution requires --execute.,md,263,qa_testing_visual_review,section
d956904619a2159a,02_TARGET_ARCHITECTURE/WAVE14_COST_EC2_NO_TOUCH_RUNTIME_BOUNDARY.md,02_TARGET_ARCHITECTURE\WAVE14_COST_EC2_NO_TOUCH_RUNTIME_BOUNDARY.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE14_COST_EC2_NO_TOUCH_RUNTIME_BOUNDARY.md,Cost / EC2 / No-Touch Boundary,1,5,"# Cost / EC2 / No-Touch Boundary Wave 14 does not start EC2, upload to S3, download models, send SSM commands, or call paid APIs by default. Cloud/GPU actions require explicit runtime mode, cost guard, and evidence pullback setup.",md,233,qa_testing_visual_review,section
bc6cad56cbc2f9db,02_TARGET_ARCHITECTURE/WAVE14_ENGINE_ROUTER_MASK_FACTORY_QA_BINDING.md,02_TARGET_ARCHITECTURE\WAVE14_ENGINE_ROUTER_MASK_FACTORY_QA_BINDING.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE14_ENGINE_ROUTER_MASK_FACTORY_QA_BINDING.md,"Engine Router, Mask Factory, and QA Binding",1,5,"# Engine Router, Mask Factory, and QA Binding Engine router chooses legal engines/templates. Mask Factory supplies masks and ownership maps. QA gates decide whether outputs continue, rerun, fallback, or stop. Cross-engine transfer remains image-based only.",md,259,qa_testing_visual_review,section
f2b937cbc01f2d0b,02_TARGET_ARCHITECTURE/WAVE14_PASS_PLANNING_STATE_MACHINE.md,02_TARGET_ARCHITECTURE\WAVE14_PASS_PLANNING_STATE_MACHINE.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE14_PASS_PLANNING_STATE_MACHINE.md,Pass Planning State Machine,1,6,"# Pass Planning State Machine States: created, compiled, preflight_pending, preflight_passed, preflight_failed, queued, running, collecting_history, qa_pending, qa_passed, qa_failed, rerun_planned, rerun_running, completed, promotion_ready, promotion_blocked, stopped. The system must stop on fatal preflight errors, missing required runtime dependencies, cost guard, or exhausted attempts.",md,393,qa_testing_visual_review,section
a2e2b9771d26e55b,02_TARGET_ARCHITECTURE/WAVE14_QA_RERUN_DECISION_LOOP.md,02_TARGET_ARCHITECTURE\WAVE14_QA_RERUN_DECISION_LOOP.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE14_QA_RERUN_DECISION_LOOP.md,QA and Rerun Decision Loop,1,5,# QA and Rerun Decision Loop run pass → collect evidence → score QA → if pass continue → if fail classify → if retryable and attempts remain generate rerun patch set → otherwise stop/fail manifest. Reruns must be bounded and documented.,md,251,qa_testing_visual_review,section
c7bd656d87e84a66,02_TARGET_ARCHITECTURE/WAVE14_SCENE_DIRECTOR_TO_ORCHESTRATOR_BINDING.md,02_TARGET_ARCHITECTURE\WAVE14_SCENE_DIRECTOR_TO_ORCHESTRATOR_BINDING.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE14_SCENE_DIRECTOR_TO_ORCHESTRATOR_BINDING.md,Scene Director to Orchestrator Binding,1,5,"# Scene Director to Orchestrator Binding Scene Director outputs scene, character, environment, camera, pose, mask, engine, modality, and QA goals. The orchestrator turns them into pass stages, workflow templates, patch sets, execution requests, evidence manifests, QA decisions, and rerun plans.",md,298,qa_testing_visual_review,section
fd0c74ecabc03a83,02_TARGET_ARCHITECTURE/WAVE14_WORKFLOW_API_FORMAT_CONTRACT.md,02_TARGET_ARCHITECTURE\WAVE14_WORKFLOW_API_FORMAT_CONTRACT.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE14_WORKFLOW_API_FORMAT_CONTRACT.md,Workflow API Format Contract,1,5,# Workflow API Format Contract The uploaded Main Flow is UI workflow JSON. Runtime submission should use API-format templates. Wave 14 patches UI workflow JSON for planning and provides contracts for future API-format execution templates.,md,241,comfyui_workflows,section
9c06352fa34d38c5,02_TARGET_ARCHITECTURE/WAVE14_WORKFLOW_JSON_PATCHING_STRATEGY.md,02_TARGET_ARCHITECTURE\WAVE14_WORKFLOW_JSON_PATCHING_STRATEGY.md,C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE14_WORKFLOW_JSON_PATCHING_STRATEGY.md,Workflow JSON Patching Strategy,1,5,"# Workflow JSON Patching Strategy Patchable targets include prompt text, negative text, seed, steps, CFG, sampler, scheduler, denoise, latent dimensions, SaveImage prefixes, image/mask/control-map inputs, IPAdapter attention masks, and ControlNet strength. The patcher must preserve the source workflow and emit a patch manifest. It must fail closed if a node id, widget index, or input slot is missing.",md,406,comfyui_workflows,section
