mask_type_id,tier,region_group,body_part,subregion,mask_role,owner_scope,scale,edit_allowed,protect_required,body_regions,required_for_images,required_for_video,required_for_audio_sync,soft_body_role,deformation_type,gravity_sensitive,collision_sensitive,multi_character_allowed,temporal_required,allowed_workflow_routes,protected_regions,required_evidence,qa_gates,promotion_rule,status,item_id,tracker_id,source_key,source_file_relative,citation_section,citation_line_start,citation_line_end
mf70_elbows,tier_1_core_identity_anatomy,skin_surface_zones_and_limbs,arms,left_right_elbows,edit_or_protect_anatomy_region,single_character,minor,true,true,false,true,true,false,none,none,false,false,false,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,upper_arm; forearm; clothing,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0038,TRK-W70-0038,W70:skin_surface_zones_and_limbs:mf70_elbows,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,Skin Surface Zones And Limbs,71,101
mf70_wrists,tier_1_core_identity_anatomy,skin_surface_zones_and_limbs,arms,left_right_wrists,edit_or_protect_anatomy_region,single_character,minor,true,true,false,true,true,false,none,none,false,false,false,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,hands; forearms; watch_jewelry; clothing_cuff,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0039,TRK-W70-0039,W70:skin_surface_zones_and_limbs:mf70_wrists,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,Skin Surface Zones And Limbs,71,101
mf70_hands_full,tier_1_core_identity_anatomy,skin_surface_zones_and_limbs,hands,both_hands_full,edit_or_protect_anatomy_region,single_character,major,true,true,false,true,true,false,none,none,false,false,false,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,fingers; wrists; held_objects; other_body_parts,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0040,TRK-W70-0040,W70:skin_surface_zones_and_limbs:mf70_hands_full,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,Skin Surface Zones And Limbs,71,101
mf70_left_hand,tier_1_core_identity_anatomy,skin_surface_zones_and_limbs,hands,left_hand_full,edit_or_protect_anatomy_region,single_character,major,true,true,false,true,true,false,none,none,false,false,false,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,fingers; wrist; held_objects; contact_patch,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0041,TRK-W70-0041,W70:skin_surface_zones_and_limbs:mf70_left_hand,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,Skin Surface Zones And Limbs,71,101
mf70_right_hand,tier_1_core_identity_anatomy,skin_surface_zones_and_limbs,hands,right_hand_full,edit_or_protect_anatomy_region,single_character,major,true,true,false,true,true,false,none,none,false,false,false,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,fingers; wrist; held_objects; contact_patch,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0042,TRK-W70-0042,W70:skin_surface_zones_and_limbs:mf70_right_hand,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,Skin Surface Zones And Limbs,71,101
mf70_fingers,tier_1_core_identity_anatomy,skin_surface_zones_and_limbs,hands,all_fingers,edit_or_protect_anatomy_region,single_character,micro,true,true,false,true,true,false,none,none,false,false,false,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,knuckles; fingernails; palms; held_objects,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0043,TRK-W70-0043,W70:skin_surface_zones_and_limbs:mf70_fingers,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,Skin Surface Zones And Limbs,71,101
mf70_fingertips_fingernails,tier_1_core_identity_anatomy,skin_surface_zones_and_limbs,hands,fingertips_fingernails,edit_or_protect_anatomy_region,single_character,nano,true,true,false,true,true,false,none,none,false,false,false,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,fingers; held_objects; skin,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0044,TRK-W70-0044,W70:skin_surface_zones_and_limbs:mf70_fingertips_fingernails,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,Skin Surface Zones And Limbs,71,101
mf70_palms_knuckles,tier_1_core_identity_anatomy,skin_surface_zones_and_limbs,hands,palms_knuckles,edit_or_protect_anatomy_region,single_character,micro,true,true,false,true,true,false,none,none,false,false,false,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,fingers; wrist; held_objects,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0045,TRK-W70-0045,W70:skin_surface_zones_and_limbs:mf70_palms_knuckles,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,Skin Surface Zones And Limbs,71,101
mf70_thighs,tier_1_core_identity_anatomy,skin_surface_zones_and_limbs,legs,left_right_thighs,edit_or_protect_anatomy_region,single_character,major,true,true,false,true,true,false,none,none,false,false,false,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,hips; knees; clothing; support_surface,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0046,TRK-W70-0046,W70:skin_surface_zones_and_limbs:mf70_thighs,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,Skin Surface Zones And Limbs,71,101
mf70_knees,tier_1_core_identity_anatomy,skin_surface_zones_and_limbs,legs,left_right_knees,edit_or_protect_anatomy_region,single_character,minor,true,true,false,true,true,false,none,none,false,false,false,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,thighs; calves; clothing,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0047,TRK-W70-0047,W70:skin_surface_zones_and_limbs:mf70_knees,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,Skin Surface Zones And Limbs,71,101
mf70_calves,tier_1_core_identity_anatomy,skin_surface_zones_and_limbs,legs,left_right_calves,edit_or_protect_anatomy_region,single_character,major,true,true,false,true,true,false,none,none,false,false,false,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,knees; ankles; clothing; background,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0048,TRK-W70-0048,W70:skin_surface_zones_and_limbs:mf70_calves,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,Skin Surface Zones And Limbs,71,101
mf70_ankles,tier_1_core_identity_anatomy,skin_surface_zones_and_limbs,feet,left_right_ankles,edit_or_protect_anatomy_region,single_character,minor,true,true,false,true,true,false,none,none,false,false,false,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,calves; feet; socks_shoes,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0049,TRK-W70-0049,W70:skin_surface_zones_and_limbs:mf70_ankles,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,Skin Surface Zones And Limbs,71,101
mf70_feet_full,tier_1_core_identity_anatomy,skin_surface_zones_and_limbs,feet,both_feet_full,edit_or_protect_anatomy_region,single_character,major,true,true,false,true,true,false,none,none,false,false,false,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,toes; ankles; floor; shoes_socks,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0050,TRK-W70-0050,W70:skin_surface_zones_and_limbs:mf70_feet_full,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,Skin Surface Zones And Limbs,71,101
mf70_toes_toenails,tier_1_core_identity_anatomy,skin_surface_zones_and_limbs,feet,toes_toenails,edit_or_protect_anatomy_region,single_character,nano,true,true,false,true,true,false,none,none,false,false,false,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,feet; floor; shoes_socks,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0051,TRK-W70-0051,W70:skin_surface_zones_and_limbs:mf70_toes_toenails,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,Skin Surface Zones And Limbs,71,101
mf70_clothing_full_item,tier_2_clothing_material_accessory,clothing_material_accessories,clothing,full_clothing_item_instance,edit_or_protect_material_or_accessory,single_character,major,true,true,false,true,true,false,none,none,false,false,false,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,skin; body_shape; background; accessories,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0052,TRK-W70-0052,W70:clothing_material_accessories:mf70_clothing_full_item,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,"Clothing, Material, Accessories",102,124
mf70_shirt_top,tier_2_clothing_material_accessory,clothing_material_accessories,clothing,shirt_top_blouse_jacket,edit_or_protect_material_or_accessory,single_character,major,true,true,false,true,true,false,none,none,false,false,false,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,neck; arms; torso_skin; hair,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0053,TRK-W70-0053,W70:clothing_material_accessories:mf70_shirt_top,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,"Clothing, Material, Accessories",102,124
mf70_pants_skirt_dress,tier_2_clothing_material_accessory,clothing_material_accessories,clothing,pants_skirt_dress,edit_or_protect_material_or_accessory,single_character,major,true,true,false,true,true,false,none,none,false,false,false,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,waist; legs; support_surface; background,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0054,TRK-W70-0054,W70:clothing_material_accessories:mf70_pants_skirt_dress,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,"Clothing, Material, Accessories",102,124
mf70_underwear_swimwear,P1,clothing_material_accessories,clothing,underwear_swimwear,edit_or_protect_material_or_accessory,single_or_multi_character,source_adaptive,true,true,true,true,true,false,false,,false,false,true,false,mask_factory_local_first,skin; body_shape; clothing_edges; background,Plan\Instructions\QA\Evidence\Mask_Factory\Wave70\mf70_underwear_swimwear.json; whole_body_geometry_authority_evidence; model_backed_geometry_authority_evidence; geometry_gate_evidence; mask_promotion_hard_gate_evidence,mask_contract_schema_pass; preview_overlay_generated; semantic_mask_alignment_pass; protected_neighbor_check_pass; whole_body_geometry_authority_pass; model_backed_geometry_authority_pass; source_derived_landmark_or_segmentation_pass; wave70_mask_geometry_gate_pass; wave70_mask_promotion_gate_pass,required_not_complete_until_exact_geometry_and_promotion_evidence_passes,Required_Not_Complete,ITEM-W70-0055,TRK-W70-0055,W70:clothing_material_accessories:mf70_underwear_swimwear,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,"Clothing, Material, Accessories",1,999
mf70_sleeves_collars_cuffs_hems,tier_2_clothing_material_accessory,clothing_material_accessories,clothing_detail,sleeves_collars_cuffs_hems,edit_or_protect_material_or_accessory,single_character,micro,true,true,false,true,true,false,none,none,false,false,false,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,skin; wrists; neck; fabric_body,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0056,TRK-W70-0056,W70:clothing_material_accessories:mf70_sleeves_collars_cuffs_hems,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,"Clothing, Material, Accessories",102,124
mf70_straps_buttons_zippers,tier_2_clothing_material_accessory,clothing_material_accessories,clothing_detail,straps_buttons_zippers,edit_or_protect_material_or_accessory,single_character,nano,true,true,false,true,true,false,none,none,false,false,false,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,skin; fabric; jewelry,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0057,TRK-W70-0057,W70:clothing_material_accessories:mf70_straps_buttons_zippers,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,"Clothing, Material, Accessories",102,124
mf70_fabric_folds_seams,tier_2_clothing_material_accessory,clothing_material_accessories,clothing_detail,fabric_folds_seams,edit_or_protect_material_or_accessory,single_character,micro,true,true,false,true,true,false,none,none,false,false,false,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,skin; body_shape; lighting; contact_shadow,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0058,TRK-W70-0058,W70:clothing_material_accessories:mf70_fabric_folds_seams,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,"Clothing, Material, Accessories",102,124
mf70_sheer_transparent_fabric,tier_2_clothing_material_accessory,clothing_material_accessories,material,transparent_sheer_fabric,edit_or_protect_material_or_accessory,single_character,micro,true,true,false,true,true,false,none,none,false,false,false,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,skin; clothing_edge; identity; background,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0059,TRK-W70-0059,W70:clothing_material_accessories:mf70_sheer_transparent_fabric,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,"Clothing, Material, Accessories",102,124
mf70_wet_stretched_compressed_fabric,tier_2_clothing_material_accessory,clothing_material_accessories,material,wet_stretched_compressed_fabric,edit_or_protect_material_or_accessory,single_character,micro,true,true,false,true,true,false,none,none,false,false,false,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,skin; body_shape; fabric_folds; lighting,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0060,TRK-W70-0060,W70:clothing_material_accessories:mf70_wet_stretched_compressed_fabric,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,"Clothing, Material, Accessories",102,124
mf70_shoes_socks_gloves,tier_2_clothing_material_accessory,clothing_material_accessories,clothing,shoes_socks_gloves,edit_or_protect_material_or_accessory,single_character,minor,true,true,false,true,true,false,none,none,false,false,false,false,regional_inpaint; controlnet_guidance; reference_attention; mask_protected_negative,feet; hands; floor; clothing,mask_contract_json; mask_artifact_png_or_map_json; mask_preview_overlay; quality_score_json; workflow_patch_manifest; generated_output_artifact; whole_artifact_qa_report; target_runtime_evidence_before_final_certification,mask_contract_schema_pass; owner_instance_assignment_pass; mask_png_or_map_generated; preview_overlay_generated; protected_neighbor_check_pass; quality_score_minimum_85; workflow_routing_manifest_pass; generated_output_proof_required; strict_whole_artifact_visual_qa_pass; frame_grid_review_pass; playback_review_pass; temporal_drift_check_pass; repair_span_isolation_pass; loop_boundary_or_cut_integrity_pass,not_complete_until_local_proof_runtime_routing_generated_output_and_whole_artifact_qa_pass,required_not_complete,ITEM-W70-0061,TRK-W70-0061,W70:clothing_material_accessories:mf70_shoes_socks_gloves,Plan\07_IMPLEMENTATION\mask_factory\ULTIMATE_MASK_FACTORY_TAXONOMY.md,"Clothing, Material, Accessories",102,124
