Item_ID,Item_Wave,Item_Type,Item_Title,Item_Category,Item_Domain,Owner_Domain,Autonomous_Required,Human_Input_Allowed,Human_Work_Allowed,Codex_Action,Implementation_Target,Deliverable_Type,Acceptance_Criteria,QA_Gates_Required,Visual_Review_Required,Visual_Review_Method,Test_Required,Evidence_Required,Runtime_Proof_Required,EC2_Allowed,Blocker_Policy,Source_Plan_Root,Citation_File,Citation_Full_Path,Citation_Section,Citation_Line_Start,Citation_Line_End,Citation_Excerpt,Source_Package,Source_Type,Source_File_Size,Priority,Risk_Level,Status,Created_From,Notes,Source_Key,Source_File_Relative,Coverage_Level,Coverage_Audit_Status,Ultra_Source_Coverage_Record
ITEM-049643,57,wave_control_subtask,Items Final Certification Controller Subtask 07,Release / Handoff / Certification,release_handoff,Release / Handoff / Certification,TRUE,FALSE,FALSE,"Autonomously complete items final certification controller subtask 07 with source-cited evidence, validation, blocker handling, and no human work.",release_manifest_handoff_certification,control_manifest_validation_report,"Release manifest, validation report, handoff packet, and proof boundary status are complete.",release_manifest|validation_report|handoff_packet|proof_boundary_check|zip_integrity,FALSE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,"Release manifest, validation report, handoff packet, ZIP integrity report",FALSE,FALSE,"Do not ask for human work. Create blocker record, preserve logs/evidence, retry safe autonomous path, or mark blocked with exact reason.",C:\Comfy_UI_Main\Plan,15_BLUEPRINT_PROJECTPLAN_COMBINATION\SECOND_PASS_WAVE38_47_DEEPENING\WAVE47_SECOND_PASS\WAVE47_OPERATOR_MANUAL_AND_CONTINUATION_POLICY.md,C:\Comfy_UI_Main\Plan\15_BLUEPRINT_PROJECTPLAN_COMBINATION\SECOND_PASS_WAVE38_47_DEEPENING\WAVE47_SECOND_PASS\WAVE47_OPERATOR_MANUAL_AND_CONTINUATION_POLICY.md,Items Final Certification Controller Subtask 07,1,80,"Autonomously complete items final certification controller subtask 07 with source-cited evidence, validation, blocker handling, and no human work.",Wave47_combined_second_pass_package,wave_control_subtask,,P0,HIGH,Ready for Autonomous Build,wave48_57_control_expansion,Additional explicit wave-control item for final certification coverage.,,,,,
ITEM-049644,57,wave_control_subtask,Items Final Certification Controller Subtask 08,Release / Handoff / Certification,release_handoff,Release / Handoff / Certification,TRUE,FALSE,FALSE,"Autonomously complete items final certification controller subtask 08 with source-cited evidence, validation, blocker handling, and no human work.",release_manifest_handoff_certification,control_manifest_validation_report,"Release manifest, validation report, handoff packet, and proof boundary status are complete.",release_manifest|validation_report|handoff_packet|proof_boundary_check|zip_integrity,FALSE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,"Release manifest, validation report, handoff packet, ZIP integrity report",FALSE,FALSE,"Do not ask for human work. Create blocker record, preserve logs/evidence, retry safe autonomous path, or mark blocked with exact reason.",C:\Comfy_UI_Main\Plan,15_BLUEPRINT_PROJECTPLAN_COMBINATION\SECOND_PASS_WAVE38_47_DEEPENING\WAVE47_SECOND_PASS\WAVE47_OPERATOR_MANUAL_AND_CONTINUATION_POLICY.md,C:\Comfy_UI_Main\Plan\15_BLUEPRINT_PROJECTPLAN_COMBINATION\SECOND_PASS_WAVE38_47_DEEPENING\WAVE47_SECOND_PASS\WAVE47_OPERATOR_MANUAL_AND_CONTINUATION_POLICY.md,Items Final Certification Controller Subtask 08,1,80,"Autonomously complete items final certification controller subtask 08 with source-cited evidence, validation, blocker handling, and no human work.",Wave47_combined_second_pass_package,wave_control_subtask,,P0,HIGH,Ready for Autonomous Build,wave48_57_control_expansion,Additional explicit wave-control item for final certification coverage.,,,,,
ITEM-049645,57,wave_control_subtask,Items Final Certification Controller Subtask 09,Release / Handoff / Certification,release_handoff,Release / Handoff / Certification,TRUE,FALSE,FALSE,"Autonomously complete items final certification controller subtask 09 with source-cited evidence, validation, blocker handling, and no human work.",release_manifest_handoff_certification,control_manifest_validation_report,"Release manifest, validation report, handoff packet, and proof boundary status are complete.",release_manifest|validation_report|handoff_packet|proof_boundary_check|zip_integrity,FALSE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,"Release manifest, validation report, handoff packet, ZIP integrity report",FALSE,FALSE,"Do not ask for human work. Create blocker record, preserve logs/evidence, retry safe autonomous path, or mark blocked with exact reason.",C:\Comfy_UI_Main\Plan,15_BLUEPRINT_PROJECTPLAN_COMBINATION\SECOND_PASS_WAVE38_47_DEEPENING\WAVE47_SECOND_PASS\WAVE47_OPERATOR_MANUAL_AND_CONTINUATION_POLICY.md,C:\Comfy_UI_Main\Plan\15_BLUEPRINT_PROJECTPLAN_COMBINATION\SECOND_PASS_WAVE38_47_DEEPENING\WAVE47_SECOND_PASS\WAVE47_OPERATOR_MANUAL_AND_CONTINUATION_POLICY.md,Items Final Certification Controller Subtask 09,1,80,"Autonomously complete items final certification controller subtask 09 with source-cited evidence, validation, blocker handling, and no human work.",Wave47_combined_second_pass_package,wave_control_subtask,,P0,HIGH,Ready for Autonomous Build,wave48_57_control_expansion,Additional explicit wave-control item for final certification coverage.,,,,,
ITEM-049646,57,wave_control_subtask,Items Final Certification Controller Subtask 10,Release / Handoff / Certification,release_handoff,Release / Handoff / Certification,TRUE,FALSE,FALSE,"Autonomously complete items final certification controller subtask 10 with source-cited evidence, validation, blocker handling, and no human work.",release_manifest_handoff_certification,control_manifest_validation_report,"Release manifest, validation report, handoff packet, and proof boundary status are complete.",release_manifest|validation_report|handoff_packet|proof_boundary_check|zip_integrity,FALSE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,"Release manifest, validation report, handoff packet, ZIP integrity report",FALSE,FALSE,"Do not ask for human work. Create blocker record, preserve logs/evidence, retry safe autonomous path, or mark blocked with exact reason.",C:\Comfy_UI_Main\Plan,15_BLUEPRINT_PROJECTPLAN_COMBINATION\SECOND_PASS_WAVE38_47_DEEPENING\WAVE47_SECOND_PASS\WAVE47_OPERATOR_MANUAL_AND_CONTINUATION_POLICY.md,C:\Comfy_UI_Main\Plan\15_BLUEPRINT_PROJECTPLAN_COMBINATION\SECOND_PASS_WAVE38_47_DEEPENING\WAVE47_SECOND_PASS\WAVE47_OPERATOR_MANUAL_AND_CONTINUATION_POLICY.md,Items Final Certification Controller Subtask 10,1,80,"Autonomously complete items final certification controller subtask 10 with source-cited evidence, validation, blocker handling, and no human work.",Wave47_combined_second_pass_package,wave_control_subtask,,P0,HIGH,Ready for Autonomous Build,wave48_57_control_expansion,Additional explicit wave-control item for final certification coverage.,,,,,
ITEM-049647,57,wave_control_subtask,Items Final Certification Controller Subtask 11,Release / Handoff / Certification,release_handoff,Release / Handoff / Certification,TRUE,FALSE,FALSE,"Autonomously complete items final certification controller subtask 11 with source-cited evidence, validation, blocker handling, and no human work.",release_manifest_handoff_certification,control_manifest_validation_report,"Release manifest, validation report, handoff packet, and proof boundary status are complete.",release_manifest|validation_report|handoff_packet|proof_boundary_check|zip_integrity,FALSE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,"Release manifest, validation report, handoff packet, ZIP integrity report",FALSE,FALSE,"Do not ask for human work. Create blocker record, preserve logs/evidence, retry safe autonomous path, or mark blocked with exact reason.",C:\Comfy_UI_Main\Plan,15_BLUEPRINT_PROJECTPLAN_COMBINATION\SECOND_PASS_WAVE38_47_DEEPENING\WAVE47_SECOND_PASS\WAVE47_OPERATOR_MANUAL_AND_CONTINUATION_POLICY.md,C:\Comfy_UI_Main\Plan\15_BLUEPRINT_PROJECTPLAN_COMBINATION\SECOND_PASS_WAVE38_47_DEEPENING\WAVE47_SECOND_PASS\WAVE47_OPERATOR_MANUAL_AND_CONTINUATION_POLICY.md,Items Final Certification Controller Subtask 11,1,80,"Autonomously complete items final certification controller subtask 11 with source-cited evidence, validation, blocker handling, and no human work.",Wave47_combined_second_pass_package,wave_control_subtask,,P0,HIGH,Ready for Autonomous Build,wave48_57_control_expansion,Additional explicit wave-control item for final certification coverage.,,,,,
ITEM-049648,57,wave_control_subtask,Items Final Certification Controller Subtask 12,Release / Handoff / Certification,release_handoff,Release / Handoff / Certification,TRUE,FALSE,FALSE,"Autonomously complete items final certification controller subtask 12 with source-cited evidence, validation, blocker handling, and no human work.",release_manifest_handoff_certification,control_manifest_validation_report,"Release manifest, validation report, handoff packet, and proof boundary status are complete.",release_manifest|validation_report|handoff_packet|proof_boundary_check|zip_integrity,FALSE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,"Release manifest, validation report, handoff packet, ZIP integrity report",FALSE,FALSE,"Do not ask for human work. Create blocker record, preserve logs/evidence, retry safe autonomous path, or mark blocked with exact reason.",C:\Comfy_UI_Main\Plan,15_BLUEPRINT_PROJECTPLAN_COMBINATION\SECOND_PASS_WAVE38_47_DEEPENING\WAVE47_SECOND_PASS\WAVE47_OPERATOR_MANUAL_AND_CONTINUATION_POLICY.md,C:\Comfy_UI_Main\Plan\15_BLUEPRINT_PROJECTPLAN_COMBINATION\SECOND_PASS_WAVE38_47_DEEPENING\WAVE47_SECOND_PASS\WAVE47_OPERATOR_MANUAL_AND_CONTINUATION_POLICY.md,Items Final Certification Controller Subtask 12,1,80,"Autonomously complete items final certification controller subtask 12 with source-cited evidence, validation, blocker handling, and no human work.",Wave47_combined_second_pass_package,wave_control_subtask,,P0,HIGH,Ready for Autonomous Build,wave48_57_control_expansion,Additional explicit wave-control item for final certification coverage.,,,,,
ITEM-049649,57,wave_control_subtask,Items Final Certification Controller Subtask 13,Release / Handoff / Certification,release_handoff,Release / Handoff / Certification,TRUE,FALSE,FALSE,"Autonomously complete items final certification controller subtask 13 with source-cited evidence, validation, blocker handling, and no human work.",release_manifest_handoff_certification,control_manifest_validation_report,"Release manifest, validation report, handoff packet, and proof boundary status are complete.",release_manifest|validation_report|handoff_packet|proof_boundary_check|zip_integrity,FALSE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,"Release manifest, validation report, handoff packet, ZIP integrity report",FALSE,FALSE,"Do not ask for human work. Create blocker record, preserve logs/evidence, retry safe autonomous path, or mark blocked with exact reason.",C:\Comfy_UI_Main\Plan,15_BLUEPRINT_PROJECTPLAN_COMBINATION\SECOND_PASS_WAVE38_47_DEEPENING\WAVE47_SECOND_PASS\WAVE47_OPERATOR_MANUAL_AND_CONTINUATION_POLICY.md,C:\Comfy_UI_Main\Plan\15_BLUEPRINT_PROJECTPLAN_COMBINATION\SECOND_PASS_WAVE38_47_DEEPENING\WAVE47_SECOND_PASS\WAVE47_OPERATOR_MANUAL_AND_CONTINUATION_POLICY.md,Items Final Certification Controller Subtask 13,1,80,"Autonomously complete items final certification controller subtask 13 with source-cited evidence, validation, blocker handling, and no human work.",Wave47_combined_second_pass_package,wave_control_subtask,,P0,HIGH,Ready for Autonomous Build,wave48_57_control_expansion,Additional explicit wave-control item for final certification coverage.,,,,,
ITEM-049650,57,wave_control_subtask,Items Final Certification Controller Subtask 14,Release / Handoff / Certification,release_handoff,Release / Handoff / Certification,TRUE,FALSE,FALSE,"Autonomously complete items final certification controller subtask 14 with source-cited evidence, validation, blocker handling, and no human work.",release_manifest_handoff_certification,control_manifest_validation_report,"Release manifest, validation report, handoff packet, and proof boundary status are complete.",release_manifest|validation_report|handoff_packet|proof_boundary_check|zip_integrity,FALSE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,"Release manifest, validation report, handoff packet, ZIP integrity report",FALSE,FALSE,"Do not ask for human work. Create blocker record, preserve logs/evidence, retry safe autonomous path, or mark blocked with exact reason.",C:\Comfy_UI_Main\Plan,15_BLUEPRINT_PROJECTPLAN_COMBINATION\SECOND_PASS_WAVE38_47_DEEPENING\WAVE47_SECOND_PASS\WAVE47_OPERATOR_MANUAL_AND_CONTINUATION_POLICY.md,C:\Comfy_UI_Main\Plan\15_BLUEPRINT_PROJECTPLAN_COMBINATION\SECOND_PASS_WAVE38_47_DEEPENING\WAVE47_SECOND_PASS\WAVE47_OPERATOR_MANUAL_AND_CONTINUATION_POLICY.md,Items Final Certification Controller Subtask 14,1,80,"Autonomously complete items final certification controller subtask 14 with source-cited evidence, validation, blocker handling, and no human work.",Wave47_combined_second_pass_package,wave_control_subtask,,P0,HIGH,Ready for Autonomous Build,wave48_57_control_expansion,Additional explicit wave-control item for final certification coverage.,,,,,
ITEM-049651,57,wave_control_subtask,Items Final Certification Controller Subtask 15,Release / Handoff / Certification,release_handoff,Release / Handoff / Certification,TRUE,FALSE,FALSE,"Autonomously complete items final certification controller subtask 15 with source-cited evidence, validation, blocker handling, and no human work.",release_manifest_handoff_certification,control_manifest_validation_report,"Release manifest, validation report, handoff packet, and proof boundary status are complete.",release_manifest|validation_report|handoff_packet|proof_boundary_check|zip_integrity,FALSE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,"Release manifest, validation report, handoff packet, ZIP integrity report",FALSE,FALSE,"Do not ask for human work. Create blocker record, preserve logs/evidence, retry safe autonomous path, or mark blocked with exact reason.",C:\Comfy_UI_Main\Plan,15_BLUEPRINT_PROJECTPLAN_COMBINATION\SECOND_PASS_WAVE38_47_DEEPENING\WAVE47_SECOND_PASS\WAVE47_OPERATOR_MANUAL_AND_CONTINUATION_POLICY.md,C:\Comfy_UI_Main\Plan\15_BLUEPRINT_PROJECTPLAN_COMBINATION\SECOND_PASS_WAVE38_47_DEEPENING\WAVE47_SECOND_PASS\WAVE47_OPERATOR_MANUAL_AND_CONTINUATION_POLICY.md,Items Final Certification Controller Subtask 15,1,80,"Autonomously complete items final certification controller subtask 15 with source-cited evidence, validation, blocker handling, and no human work.",Wave47_combined_second_pass_package,wave_control_subtask,,P0,HIGH,Ready for Autonomous Build,wave48_57_control_expansion,Additional explicit wave-control item for final certification coverage.,,,,,
ITEM-049652,57,wave_control_subtask,Items Final Certification Controller Subtask 16,Release / Handoff / Certification,release_handoff,Release / Handoff / Certification,TRUE,FALSE,FALSE,"Autonomously complete items final certification controller subtask 16 with source-cited evidence, validation, blocker handling, and no human work.",release_manifest_handoff_certification,control_manifest_validation_report,"Release manifest, validation report, handoff packet, and proof boundary status are complete.",release_manifest|validation_report|handoff_packet|proof_boundary_check|zip_integrity,FALSE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,"Release manifest, validation report, handoff packet, ZIP integrity report",FALSE,FALSE,"Do not ask for human work. Create blocker record, preserve logs/evidence, retry safe autonomous path, or mark blocked with exact reason.",C:\Comfy_UI_Main\Plan,15_BLUEPRINT_PROJECTPLAN_COMBINATION\SECOND_PASS_WAVE38_47_DEEPENING\WAVE47_SECOND_PASS\WAVE47_OPERATOR_MANUAL_AND_CONTINUATION_POLICY.md,C:\Comfy_UI_Main\Plan\15_BLUEPRINT_PROJECTPLAN_COMBINATION\SECOND_PASS_WAVE38_47_DEEPENING\WAVE47_SECOND_PASS\WAVE47_OPERATOR_MANUAL_AND_CONTINUATION_POLICY.md,Items Final Certification Controller Subtask 16,1,80,"Autonomously complete items final certification controller subtask 16 with source-cited evidence, validation, blocker handling, and no human work.",Wave47_combined_second_pass_package,wave_control_subtask,,P0,HIGH,Ready for Autonomous Build,wave48_57_control_expansion,Additional explicit wave-control item for final certification coverage.,,,,,
ITEM-049653,57,wave_control_subtask,Items Final Certification Controller Subtask 17,Release / Handoff / Certification,release_handoff,Release / Handoff / Certification,TRUE,FALSE,FALSE,"Autonomously complete items final certification controller subtask 17 with source-cited evidence, validation, blocker handling, and no human work.",release_manifest_handoff_certification,control_manifest_validation_report,"Release manifest, validation report, handoff packet, and proof boundary status are complete.",release_manifest|validation_report|handoff_packet|proof_boundary_check|zip_integrity,FALSE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,"Release manifest, validation report, handoff packet, ZIP integrity report",FALSE,FALSE,"Do not ask for human work. Create blocker record, preserve logs/evidence, retry safe autonomous path, or mark blocked with exact reason.",C:\Comfy_UI_Main\Plan,15_BLUEPRINT_PROJECTPLAN_COMBINATION\SECOND_PASS_WAVE38_47_DEEPENING\WAVE47_SECOND_PASS\WAVE47_OPERATOR_MANUAL_AND_CONTINUATION_POLICY.md,C:\Comfy_UI_Main\Plan\15_BLUEPRINT_PROJECTPLAN_COMBINATION\SECOND_PASS_WAVE38_47_DEEPENING\WAVE47_SECOND_PASS\WAVE47_OPERATOR_MANUAL_AND_CONTINUATION_POLICY.md,Items Final Certification Controller Subtask 17,1,80,"Autonomously complete items final certification controller subtask 17 with source-cited evidence, validation, blocker handling, and no human work.",Wave47_combined_second_pass_package,wave_control_subtask,,P0,HIGH,Ready for Autonomous Build,wave48_57_control_expansion,Additional explicit wave-control item for final certification coverage.,,,,,
ITEM-049654,57,wave_control_subtask,Items Final Certification Controller Subtask 18,Release / Handoff / Certification,release_handoff,Release / Handoff / Certification,TRUE,FALSE,FALSE,"Autonomously complete items final certification controller subtask 18 with source-cited evidence, validation, blocker handling, and no human work.",release_manifest_handoff_certification,control_manifest_validation_report,"Release manifest, validation report, handoff packet, and proof boundary status are complete.",release_manifest|validation_report|handoff_packet|proof_boundary_check|zip_integrity,FALSE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,"Release manifest, validation report, handoff packet, ZIP integrity report",FALSE,FALSE,"Do not ask for human work. Create blocker record, preserve logs/evidence, retry safe autonomous path, or mark blocked with exact reason.",C:\Comfy_UI_Main\Plan,15_BLUEPRINT_PROJECTPLAN_COMBINATION\SECOND_PASS_WAVE38_47_DEEPENING\WAVE47_SECOND_PASS\WAVE47_OPERATOR_MANUAL_AND_CONTINUATION_POLICY.md,C:\Comfy_UI_Main\Plan\15_BLUEPRINT_PROJECTPLAN_COMBINATION\SECOND_PASS_WAVE38_47_DEEPENING\WAVE47_SECOND_PASS\WAVE47_OPERATOR_MANUAL_AND_CONTINUATION_POLICY.md,Items Final Certification Controller Subtask 18,1,80,"Autonomously complete items final certification controller subtask 18 with source-cited evidence, validation, blocker handling, and no human work.",Wave47_combined_second_pass_package,wave_control_subtask,,P0,HIGH,Ready for Autonomous Build,wave48_57_control_expansion,Additional explicit wave-control item for final certification coverage.,,,,,
ITEM-049655,57,wave_control_subtask,Items Final Certification Controller Subtask 19,Release / Handoff / Certification,release_handoff,Release / Handoff / Certification,TRUE,FALSE,FALSE,"Autonomously complete items final certification controller subtask 19 with source-cited evidence, validation, blocker handling, and no human work.",release_manifest_handoff_certification,control_manifest_validation_report,"Release manifest, validation report, handoff packet, and proof boundary status are complete.",release_manifest|validation_report|handoff_packet|proof_boundary_check|zip_integrity,FALSE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,"Release manifest, validation report, handoff packet, ZIP integrity report",FALSE,FALSE,"Do not ask for human work. Create blocker record, preserve logs/evidence, retry safe autonomous path, or mark blocked with exact reason.",C:\Comfy_UI_Main\Plan,15_BLUEPRINT_PROJECTPLAN_COMBINATION\SECOND_PASS_WAVE38_47_DEEPENING\WAVE47_SECOND_PASS\WAVE47_OPERATOR_MANUAL_AND_CONTINUATION_POLICY.md,C:\Comfy_UI_Main\Plan\15_BLUEPRINT_PROJECTPLAN_COMBINATION\SECOND_PASS_WAVE38_47_DEEPENING\WAVE47_SECOND_PASS\WAVE47_OPERATOR_MANUAL_AND_CONTINUATION_POLICY.md,Items Final Certification Controller Subtask 19,1,80,"Autonomously complete items final certification controller subtask 19 with source-cited evidence, validation, blocker handling, and no human work.",Wave47_combined_second_pass_package,wave_control_subtask,,P0,HIGH,Ready for Autonomous Build,wave48_57_control_expansion,Additional explicit wave-control item for final certification coverage.,,,,,
ITEM-049656,57,wave_control_subtask,Items Final Certification Controller Subtask 20,Release / Handoff / Certification,release_handoff,Release / Handoff / Certification,TRUE,FALSE,FALSE,"Autonomously complete items final certification controller subtask 20 with source-cited evidence, validation, blocker handling, and no human work.",release_manifest_handoff_certification,control_manifest_validation_report,"Release manifest, validation report, handoff packet, and proof boundary status are complete.",release_manifest|validation_report|handoff_packet|proof_boundary_check|zip_integrity,FALSE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,"Release manifest, validation report, handoff packet, ZIP integrity report",FALSE,FALSE,"Do not ask for human work. Create blocker record, preserve logs/evidence, retry safe autonomous path, or mark blocked with exact reason.",C:\Comfy_UI_Main\Plan,15_BLUEPRINT_PROJECTPLAN_COMBINATION\SECOND_PASS_WAVE38_47_DEEPENING\WAVE47_SECOND_PASS\WAVE47_OPERATOR_MANUAL_AND_CONTINUATION_POLICY.md,C:\Comfy_UI_Main\Plan\15_BLUEPRINT_PROJECTPLAN_COMBINATION\SECOND_PASS_WAVE38_47_DEEPENING\WAVE47_SECOND_PASS\WAVE47_OPERATOR_MANUAL_AND_CONTINUATION_POLICY.md,Items Final Certification Controller Subtask 20,1,80,"Autonomously complete items final certification controller subtask 20 with source-cited evidence, validation, blocker handling, and no human work.",Wave47_combined_second_pass_package,wave_control_subtask,,P0,HIGH,Ready for Autonomous Build,wave48_57_control_expansion,Additional explicit wave-control item for final certification coverage.,,,,,
ITEM-049657,57,wave_control_subtask,Items Final Certification Controller Subtask 21,Release / Handoff / Certification,release_handoff,Release / Handoff / Certification,TRUE,FALSE,FALSE,"Autonomously complete items final certification controller subtask 21 with source-cited evidence, validation, blocker handling, and no human work.",release_manifest_handoff_certification,control_manifest_validation_report,"Release manifest, validation report, handoff packet, and proof boundary status are complete.",release_manifest|validation_report|handoff_packet|proof_boundary_check|zip_integrity,FALSE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,"Release manifest, validation report, handoff packet, ZIP integrity report",FALSE,FALSE,"Do not ask for human work. Create blocker record, preserve logs/evidence, retry safe autonomous path, or mark blocked with exact reason.",C:\Comfy_UI_Main\Plan,15_BLUEPRINT_PROJECTPLAN_COMBINATION\SECOND_PASS_WAVE38_47_DEEPENING\WAVE47_SECOND_PASS\WAVE47_OPERATOR_MANUAL_AND_CONTINUATION_POLICY.md,C:\Comfy_UI_Main\Plan\15_BLUEPRINT_PROJECTPLAN_COMBINATION\SECOND_PASS_WAVE38_47_DEEPENING\WAVE47_SECOND_PASS\WAVE47_OPERATOR_MANUAL_AND_CONTINUATION_POLICY.md,Items Final Certification Controller Subtask 21,1,80,"Autonomously complete items final certification controller subtask 21 with source-cited evidence, validation, blocker handling, and no human work.",Wave47_combined_second_pass_package,wave_control_subtask,,P0,HIGH,Ready for Autonomous Build,wave48_57_control_expansion,Additional explicit wave-control item for final certification coverage.,,,,,
ITEM-049658,57,wave_control_subtask,Items Final Certification Controller Subtask 22,Release / Handoff / Certification,release_handoff,Release / Handoff / Certification,TRUE,FALSE,FALSE,"Autonomously complete items final certification controller subtask 22 with source-cited evidence, validation, blocker handling, and no human work.",release_manifest_handoff_certification,control_manifest_validation_report,"Release manifest, validation report, handoff packet, and proof boundary status are complete.",release_manifest|validation_report|handoff_packet|proof_boundary_check|zip_integrity,FALSE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,"Release manifest, validation report, handoff packet, ZIP integrity report",FALSE,FALSE,"Do not ask for human work. Create blocker record, preserve logs/evidence, retry safe autonomous path, or mark blocked with exact reason.",C:\Comfy_UI_Main\Plan,15_BLUEPRINT_PROJECTPLAN_COMBINATION\SECOND_PASS_WAVE38_47_DEEPENING\WAVE47_SECOND_PASS\WAVE47_OPERATOR_MANUAL_AND_CONTINUATION_POLICY.md,C:\Comfy_UI_Main\Plan\15_BLUEPRINT_PROJECTPLAN_COMBINATION\SECOND_PASS_WAVE38_47_DEEPENING\WAVE47_SECOND_PASS\WAVE47_OPERATOR_MANUAL_AND_CONTINUATION_POLICY.md,Items Final Certification Controller Subtask 22,1,80,"Autonomously complete items final certification controller subtask 22 with source-cited evidence, validation, blocker handling, and no human work.",Wave47_combined_second_pass_package,wave_control_subtask,,P0,HIGH,Ready for Autonomous Build,wave48_57_control_expansion,Additional explicit wave-control item for final certification coverage.,,,,,
ITEM-049659,57,wave_control_subtask,Items Final Certification Controller Subtask 23,Release / Handoff / Certification,release_handoff,Release / Handoff / Certification,TRUE,FALSE,FALSE,"Autonomously complete items final certification controller subtask 23 with source-cited evidence, validation, blocker handling, and no human work.",release_manifest_handoff_certification,control_manifest_validation_report,"Release manifest, validation report, handoff packet, and proof boundary status are complete.",release_manifest|validation_report|handoff_packet|proof_boundary_check|zip_integrity,FALSE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,"Release manifest, validation report, handoff packet, ZIP integrity report",FALSE,FALSE,"Do not ask for human work. Create blocker record, preserve logs/evidence, retry safe autonomous path, or mark blocked with exact reason.",C:\Comfy_UI_Main\Plan,15_BLUEPRINT_PROJECTPLAN_COMBINATION\SECOND_PASS_WAVE38_47_DEEPENING\WAVE47_SECOND_PASS\WAVE47_OPERATOR_MANUAL_AND_CONTINUATION_POLICY.md,C:\Comfy_UI_Main\Plan\15_BLUEPRINT_PROJECTPLAN_COMBINATION\SECOND_PASS_WAVE38_47_DEEPENING\WAVE47_SECOND_PASS\WAVE47_OPERATOR_MANUAL_AND_CONTINUATION_POLICY.md,Items Final Certification Controller Subtask 23,1,80,"Autonomously complete items final certification controller subtask 23 with source-cited evidence, validation, blocker handling, and no human work.",Wave47_combined_second_pass_package,wave_control_subtask,,P0,HIGH,Ready for Autonomous Build,wave48_57_control_expansion,Additional explicit wave-control item for final certification coverage.,,,,,
ITEM-049660,57,wave_control_subtask,Items Final Certification Controller Subtask 24,Release / Handoff / Certification,release_handoff,Release / Handoff / Certification,TRUE,FALSE,FALSE,"Autonomously complete items final certification controller subtask 24 with source-cited evidence, validation, blocker handling, and no human work.",release_manifest_handoff_certification,control_manifest_validation_report,"Release manifest, validation report, handoff packet, and proof boundary status are complete.",release_manifest|validation_report|handoff_packet|proof_boundary_check|zip_integrity,FALSE,AI visual review + screenshot/frame/reference comparison where applicable,TRUE,"Release manifest, validation report, handoff packet, ZIP integrity report",FALSE,FALSE,"Do not ask for human work. Create blocker record, preserve logs/evidence, retry safe autonomous path, or mark blocked with exact reason.",C:\Comfy_UI_Main\Plan,15_BLUEPRINT_PROJECTPLAN_COMBINATION\SECOND_PASS_WAVE38_47_DEEPENING\WAVE47_SECOND_PASS\WAVE47_OPERATOR_MANUAL_AND_CONTINUATION_POLICY.md,C:\Comfy_UI_Main\Plan\15_BLUEPRINT_PROJECTPLAN_COMBINATION\SECOND_PASS_WAVE38_47_DEEPENING\WAVE47_SECOND_PASS\WAVE47_OPERATOR_MANUAL_AND_CONTINUATION_POLICY.md,Items Final Certification Controller Subtask 24,1,80,"Autonomously complete items final certification controller subtask 24 with source-cited evidence, validation, blocker handling, and no human work.",Wave47_combined_second_pass_package,wave_control_subtask,,P0,HIGH,Ready for Autonomous Build,wave48_57_control_expansion,Additional explicit wave-control item for final certification coverage.,,,,,
