"relative_path","full_path","size_bytes","sha256","extension","last_write_time","purpose","update_policy"
"Plan\02_TARGET_ARCHITECTURE\WAVE13_MINOR_MASKS.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_MINOR_MASKS.md","215","7595ebfb98a61ebcbb4c50ad10b62a179a4dc5ce4a38f29b50ea0019f896a15c",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE13_NANO_MASKS.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_NANO_MASKS.md","215","78a12f8e6a6607cffc4350fe3833a9a8a96cee7431b28e0de9f5f0c9af8f7681",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE13_PERSON_INSTANCE_AND_BODY_PART_MASKS.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_PERSON_INSTANCE_AND_BODY_PART_MASKS.md","835","c048825351966138151e24ee748cc26ca91377bcd3b5a98c6b1d139f53ba7487",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE13_PERSON_INSTANCE_MASKS.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_PERSON_INSTANCE_MASKS.md","196","ff123c7e4018c4a0047b10361594fd654148f64e28eebdea158c4efe6f31d565",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE13_SCENE_DIRECTOR_MASK_BINDING.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_SCENE_DIRECTOR_MASK_BINDING.md","832","743a767c846316ab292804aa5b8e5dcca394f350b75a5867720d59deb99d31ab",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE13_ULTIMATE_MASK_FACTORY_ARCHITECTURE.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE13_ULTIMATE_MASK_FACTORY_ARCHITECTURE.md","1590","af444da4a354b29f934a92acc850bab80c83cf370d29859b218885e253e0b1d5",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE14_AUTONOMOUS_PASS_PLANNER_ORCHESTRATOR_ARCHITECTURE.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE14_AUTONOMOUS_PASS_PLANNER_ORCHESTRATOR_ARCHITECTURE.md","564","f6f1f3f0c62c9434111e4d0a34aa6bde3e4133326d3e32a3b163d5ce39c25e6b",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE14_COMFYUI_EXECUTION_AND_HISTORY_COLLECTION.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE14_COMFYUI_EXECUTION_AND_HISTORY_COLLECTION.md","263","1d2ccde15efdc363c13c62a1d113e3e87f226b5849aea7bbcf54b82d3cee0416",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE14_COST_EC2_NO_TOUCH_RUNTIME_BOUNDARY.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE14_COST_EC2_NO_TOUCH_RUNTIME_BOUNDARY.md","233","73d721b9cec524b83ee01256cc4f6371dba380c67b1ac10e969300314860c51d",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE14_ENGINE_ROUTER_MASK_FACTORY_QA_BINDING.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE14_ENGINE_ROUTER_MASK_FACTORY_QA_BINDING.md","259","37ed541499f7acecd588baa717135fa78cfb1779dd92279392ae1a474786d431",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE14_PASS_PLANNING_STATE_MACHINE.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE14_PASS_PLANNING_STATE_MACHINE.md","393","ccf9bc5409416118dd06662fb800dda501a6f0d4d8c73783f292a993822692e4",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE14_QA_RERUN_DECISION_LOOP.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE14_QA_RERUN_DECISION_LOOP.md","251","886cdb51513190a6286612cfe2c56f5481e71ca412edb02004756605ff1d941f",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE14_SCENE_DIRECTOR_TO_ORCHESTRATOR_BINDING.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE14_SCENE_DIRECTOR_TO_ORCHESTRATOR_BINDING.md","298","079493ef999ca1c332a31d01a43392965a3e095a3fe7e55d8c74081974368422",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE14_WORKFLOW_API_FORMAT_CONTRACT.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE14_WORKFLOW_API_FORMAT_CONTRACT.md","241","9a26bfd2543aa70d05075947f2c9192bb1ee1fe9ef956fd92fe05d58fc624f79",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE14_WORKFLOW_JSON_PATCHING_STRATEGY.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE14_WORKFLOW_JSON_PATCHING_STRATEGY.md","406","aa7a0da94109ba9d5713e19bfc31b680523d19e455a9aeb061b1a91324014a5d",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE15_BASE_GENERATION_PROMPT_AND_NEGATIVE_CONTRACTS.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE15_BASE_GENERATION_PROMPT_AND_NEGATIVE_CONTRACTS.md","1175","1947a129053518b7636b23bdc2616e7205e77b7d59fc4396e813bdef9d331e75",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE15_BASE_LANE_ROUTER_AND_FALLBACK_ARCHITECTURE.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE15_BASE_LANE_ROUTER_AND_FALLBACK_ARCHITECTURE.md","1425","f4eed90070d134ad5dc69c1595160433757301819c67dcf0ea52c1f19fb83a91",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE15_FLUX_FIRST_BASE_GENERATION_STRATEGY.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE15_FLUX_FIRST_BASE_GENERATION_STRATEGY.md","1615","ea9d6a2be07df34076d423140ce79c8eeb7d14f784d8e6b64f35e9e080e5f3e9",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE15_IMAGE_BASE_GENERATION_LANES_ARCHITECTURE.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE15_IMAGE_BASE_GENERATION_LANES_ARCHITECTURE.md","2266","a12ed9e423713f26f411242576bbe78ab250955a4e70fef3d2e5573a4e733290",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE15_MODEL_FAMILY_COMPATIBILITY_AND_CHECKPOINT_BOUNDARIES.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE15_MODEL_FAMILY_COMPATIBILITY_AND_CHECKPOINT_BOUNDARIES.md","1268","c401b44965b74e0323a027bc6ee78c031b3a67b6129192c184234e9e9c629a9e",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE16_BASE_PRESERVATION_AND_DRIFT_PREVENTION.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE16_BASE_PRESERVATION_AND_DRIFT_PREVENTION.md","2006","84c9418ca24ffff9a35e1a5652d376fdd8c68b7ad7d0e0c46b71bb0c1300536f",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE16_ENGINE_BRIDGE_GRAPH.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE16_ENGINE_BRIDGE_GRAPH.md","1715","566faa67a1e5395789020e13b55e12fd09a16ef25d7e69a0efd8eac82577ce0c",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE16_IMAGE_REFINE_ENGINE_BRIDGING_ARCHITECTURE.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE16_IMAGE_REFINE_ENGINE_BRIDGING_ARCHITECTURE.md","3791","23223c74078b4b6785de8cf6f535492d28795b58e0435c65d79cceb7ad8d0df6",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE16_LOW_DENOISE_REFINE_POLICY.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE16_LOW_DENOISE_REFINE_POLICY.md","2374","ea08d79a8ab4779149d3a390e9cc4100871c6b199360ae4215eb4a477109b6e9",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE16_REFINE_PROMOTION_LIFECYCLE.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE16_REFINE_PROMOTION_LIFECYCLE.md","1343","e013c555279f584fe6310a86e6159a1e10af26a35b98983ca5ba34c840197a67",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE16_SDXL_PONY_FLUX_SPECIALTY_PASS_BOUNDARIES.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE16_SDXL_PONY_FLUX_SPECIALTY_PASS_BOUNDARIES.md","1998","c434c3a603c3e6fa8068a0edae588542f4ee0f0919ea617dcf3953bbd074840f",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE17_BODY_SHAPE_ORCHESTRATOR_AND_RERUN_LOOP.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE17_BODY_SHAPE_ORCHESTRATOR_AND_RERUN_LOOP.md","1062","c34631349c3cd4c184f144138a2e4952cbb2b8755c85d1dbb1e9045d4fa7b4f8",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE17_BODY_SHAPE_PROPORTION_CORRECTION_ARCHITECTURE.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE17_BODY_SHAPE_PROPORTION_CORRECTION_ARCHITECTURE.md","2081","8fc19653b207ac777d7139b354c6c37eeb6296623f5e5c594cbf55aa22b757f7",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE17_BODY_SHAPE_SCENE_DIRECTOR_BINDING.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE17_BODY_SHAPE_SCENE_DIRECTOR_BINDING.md","1365","dbc4633d91b1ce34dbfdd947058d7cd1521a68a5a63e56861aacbafd0976ddde",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE17_ENGINE_BRIDGE_BODY_CORRECTION_BOUNDARIES.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE17_ENGINE_BRIDGE_BODY_CORRECTION_BOUNDARIES.md","1160","952ca84cc94125414b7cba3724b61de3e6dca4f34c532ca378e06b5727068787",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE17_LARGE_MASK_BODY_CORRECTION_STRATEGY.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE17_LARGE_MASK_BODY_CORRECTION_STRATEGY.md","1726","c8fca72777ffb71698f75dab945af5deecd203cc4ee07e5367efa7d59d25d2c1",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE17_SILHOUETTE_AND_BODY_RATIO_CONTRACTS.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE17_SILHOUETTE_AND_BODY_RATIO_CONTRACTS.md","1119","635cb9b5f09287910013f3de431ae9a11f8c4e7640db1ded9fe3f082d0b8be6b",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE18_PRESSURE_MARKS_OIL_SWEAT_CELLULITE_STRATEGY.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE18_PRESSURE_MARKS_OIL_SWEAT_CELLULITE_STRATEGY.md","1111","f01aab4adb1664274162ce31d1b433e07c74f056df1e7417e5136c96d6c6e96d",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE18_REFINE_BRIDGE_SURFACE_DETAIL_BOUNDARIES.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE18_REFINE_BRIDGE_SURFACE_DETAIL_BOUNDARIES.md","696","a99547204ef7f81b4539997fd91905618ff28969b3a8037ea3990a739ac45ed9",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE18_SKIN_MATERIAL_REALISM_ARCHITECTURE.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE18_SKIN_MATERIAL_REALISM_ARCHITECTURE.md","1446","2b5e827653df8d3724db97b9999dd0f8c444d0181b7a703143ba848215f7d2b0",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE18_SKIN_MATERIAL_SCENE_DIRECTOR_BINDING.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE18_SKIN_MATERIAL_SCENE_DIRECTOR_BINDING.md","717","2124156899bbad5ba2d9618fa86a21cc58b2fc0f775dcc5163c98f85a2532886",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE18_SURFACE_STATE_CONTINUITY_CONTRACTS.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE18_SURFACE_STATE_CONTINUITY_CONTRACTS.md","936","34009f67657a8cf23ddafedad944831d91066197b2370343b7f8fc7212a5310b",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE19_CLOTHING_FABRIC_PROP_FURNITURE_CONTACT_ARCHITECTURE.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE19_CLOTHING_FABRIC_PROP_FURNITURE_CONTACT_ARCHITECTURE.md","982","37cc431dc494bfbf3858eb65d59ae6b95f9fc99b56bbb8226da2ec9b09225720",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE19_CONTACT_SHADOW_OCCLUSION_SUPPORT_BOUNDARY.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE19_CONTACT_SHADOW_OCCLUSION_SUPPORT_BOUNDARY.md","584","e7a2a7215e9b8e11ad9099d42a93c50ba447573306fae50788074daf5591f1f3",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE19_FABRIC_FOLD_STRETCH_CLING_WRINKLE_SYSTEM.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE19_FABRIC_FOLD_STRETCH_CLING_WRINKLE_SYSTEM.md","715","ed067d23ac69c1777c714ff027a2f0277db2ba56ae057750b1faca8e94cac200",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE19_FURNITURE_SUPPORT_AND_COMPRESSION_SYSTEM.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE19_FURNITURE_SUPPORT_AND_COMPRESSION_SYSTEM.md","705","744c5d396751d27599afba2db94018cc8c819413742ef9542750ac0548951be6",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE19_PROP_CONTACT_AND_OBJECT_OWNERSHIP_GRAPH.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE19_PROP_CONTACT_AND_OBJECT_OWNERSHIP_GRAPH.md","584","1d729ae4d94b1a6cd4d213483cbafcdd9fe8b230748612786ad28be831c10ab7",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE19_SCENE_DIRECTOR_CONTACT_BINDING.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE19_SCENE_DIRECTOR_CONTACT_BINDING.md","766","5454abacb5cf4c7424d3a136db3f86797a97b511eaf76d82b2583a8cfdfa0b8d",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE20_FACE_EYE_TEETH_REPAIR_SYSTEM.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE20_FACE_EYE_TEETH_REPAIR_SYSTEM.md","657","f4ab1f3d11a8a2f1428ee7adc40fe8278a19852e7b2a3cc3d59e396049290f5b",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE20_FACE_HANDS_FEET_HARD_ANATOMY_ARCHITECTURE.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE20_FACE_HANDS_FEET_HARD_ANATOMY_ARCHITECTURE.md","809","5d6d9efbc932be9f697079901486854feed0a23cd4a45e27c555466801ffac11",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE20_HAND_FINGER_FOOT_TOE_NAIL_REPAIR_SYSTEM.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE20_HAND_FINGER_FOOT_TOE_NAIL_REPAIR_SYSTEM.md","669","29b99d8089a237908dfaeeb028ec0040a4a69b97c204e29d6c41a0f8c657bed5",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE20_HARD_ANATOMY_ORCHESTRATOR_RERUN_LOOP.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE20_HARD_ANATOMY_ORCHESTRATOR_RERUN_LOOP.md","489","403afdd7e7e8e80ec1712fb7145d777b8c23d3a0d44c5690843b87b88c95530f",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE20_HARD_ANATOMY_SCENE_DIRECTOR_BINDING.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE20_HARD_ANATOMY_SCENE_DIRECTOR_BINDING.md","707","21247bfc53c1d8def2c6c761ba348ca342ea5fda6e92d1337a3e9f510a60644c",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE20_STRICT_CROP_DETAIL_REPAIR_LANES.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE20_STRICT_CROP_DETAIL_REPAIR_LANES.md","767","09c256e34917725922058c2fee014cea222b49e3df823f8f8ff10c51eba305f5",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE21_BOUNCE_RIPPLE_JIGGLE_REBOUND_SYSTEM.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE21_BOUNCE_RIPPLE_JIGGLE_REBOUND_SYSTEM.md","724","7d49686d758c66e99d0475bca2bf78d04bd40087b71172fd681dacb7a833d861",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE21_COMPRESSION_REBOUND_CONTACT_BINDING.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE21_COMPRESSION_REBOUND_CONTACT_BINDING.md","674","b6cda6474257089551e1eebc16539204a15e19a4b8e492559b6b1182fcd7e847",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE21_ENGINE_BRIDGE_SOFT_BODY_BOUNDARIES.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE21_ENGINE_BRIDGE_SOFT_BODY_BOUNDARIES.md","567","f03989ca2ddd81ad69bf269c92584cd0b70643e9e330d5565e8f65682d593783",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE21_FIRMNESS_SOFTNESS_SAG_AXIS_SYSTEM.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE21_FIRMNESS_SOFTNESS_SAG_AXIS_SYSTEM.md","826","8a781d545fdce5a388edf0f00d6cbb1e656da4e129965c6b6cc5345614750752",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE21_SOFT_BODY_MATERIAL_PROFILES_ARCHITECTURE.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE21_SOFT_BODY_MATERIAL_PROFILES_ARCHITECTURE.md","941","a1f7c5b938ab564e6af38786c9b30200401e157753f7c078860f1719c83a318b",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE21_SOFT_BODY_ORCHESTRATOR_AND_RERUN_LOOP.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE21_SOFT_BODY_ORCHESTRATOR_AND_RERUN_LOOP.md","655","15fa38f4d3e70f50839a52782179883d247fe045718eda756d0b4ecb56f6d811",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE21_SOFT_BODY_SCENE_DIRECTOR_BINDING.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE21_SOFT_BODY_SCENE_DIRECTOR_BINDING.md","678","b28026dc3964ead224a8a8fc2f9c231fa7b71cb0abc0023248f0d11bc35b1023",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE22_CONTACT_GRAPH_ORCHESTRATOR_RERUN_LOOP.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE22_CONTACT_GRAPH_ORCHESTRATOR_RERUN_LOOP.md","588","967ff15ece3c3f811e2847a573e13db6ebf640359a5adcbbed27263d06e266ed",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE22_CONTACT_GRAPH_RUNTIME_PROOF_LIFECYCLE.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE22_CONTACT_GRAPH_RUNTIME_PROOF_LIFECYCLE.md","521","b92991a9ac6fd72251b5be8c14bca3975c127a4166005244a366626abd63f2ec",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE22_CONTACT_GRAPH_SCENE_DIRECTOR_BINDING.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE22_CONTACT_GRAPH_SCENE_DIRECTOR_BINDING.md","579","7f608e617db447e623af0cf833718085577fc44d039ecf7a194b70ef344aa20f",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE22_EXPECTED_AUDIO_FORCE_BINDING.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE22_EXPECTED_AUDIO_FORCE_BINDING.md","706","a8c29c62866c9a5776293a5456cd1917594d25665a5a98b74aa3707cfedde536",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE22_PHYSICAL_INTERACTION_CONTACT_GRAPH_ARCHITECTURE.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE22_PHYSICAL_INTERACTION_CONTACT_GRAPH_ARCHITECTURE.md","1163","b00790047652a3f5784b9f2d2dc4a8244bb09bd48ad9800da6cf5e7489dab06f",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE22_PRESSURE_INTENSITY_OCCLUSION_DURATION_MODEL.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE22_PRESSURE_INTENSITY_OCCLUSION_DURATION_MODEL.md","926","591ea1ad6519120476dfd10aa69ae7a35a22acfa013c01d15718d928d84ba0eb",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE22_SOURCE_TARGET_BODY_PART_BINDING.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE22_SOURCE_TARGET_BODY_PART_BINDING.md","816","0d51fa6a77a1b052ae71482996542ce05b04e1311938c148057c0d7e45634d24",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
"Plan\02_TARGET_ARCHITECTURE\WAVE23_CONTACT_TO_DEFORMATION_RENDERING_MODEL.md","C:\Comfy_UI_Main\Plan\02_TARGET_ARCHITECTURE\WAVE23_CONTACT_TO_DEFORMATION_RENDERING_MODEL.md","819","cef61f1652e48e01dc2e3a51db59d531e8ee056fcfe87ee28d93fcbd40e0a3bb",".md","2026-07-06T03:46:44","Markdown documentation/instruction/reference file.","inspect_before_update"
